line_row_index,line_part_index,endpoint_type,original_x,original_y,repaired_x,repaired_y,repair_type,cluster_id,nearest_substation_id,nearest_substation_name,nearest_distance_m,second_nearest_substation_id,second_nearest_distance_m,snap_decision_reason,endpoint_key
6,0,end,194183.4079935667,-463207.78893571626,194183.4079935667,-463207.78893571626,none,,306369,LA MIRADA,12409.551334815455,306279,13331.721007452079,outside_secondary_tolerance,6:0:end
7,0,start,198328.1428154669,-460182.44348529633,198328.1428154669,-460182.44348529633,none,,306279,OLINDA,11915.232435925676,306369,15080.042275008815,outside_secondary_tolerance,7:0:start
7,0,end,200679.3087383193,-458471.82010171004,200679.3087383193,-458471.82010171004,none,,306279,OLINDA,12049.478840926544,301517,15509.52433563346,outside_secondary_tolerance,7:0:end
8,0,start,198040.4101838209,-459689.06273951987,198040.4101838209,-459689.06273951987,none,,306279,OLINDA,11344.273444941542,306369,14689.05647562382,outside_secondary_tolerance,8:0:start
8,0,end,198328.1428154669,-460182.44348529633,198328.1428154669,-460182.44348529633,none,,306279,OLINDA,11915.232435925676,306369,15080.042275008815,outside_secondary_tolerance,8:0:end
9,0,start,202967.9300151413,-458770.5154659082,202967.9300151413,-458770.5154659082,none,,306279,OLINDA,13963.322209792084,301517,16333.944927396766,outside_secondary_tolerance,9:0:start
9,0,end,200679.3087383193,-458471.82010171004,200679.3087383193,-458471.82010171004,none,,306279,OLINDA,12049.478840926544,301517,15509.52433563346,outside_secondary_tolerance,9:0:end
10,0,start,187488.78534014506,-464409.4619719563,187488.78534014506,-464409.4619719563,none,,306369,LA MIRADA,8689.670974245118,302187,11805.755921743259,outside_secondary_tolerance,10:0:start
10,0,end,190328.1924709651,-464310.8242594646,190328.1924709651,-464310.8242594646,none,,306369,LA MIRADA,10181.874069755375,306279,14371.10002918317,outside_secondary_tolerance,10:0:end
11,0,start,190328.1924709651,-464310.8242594646,190328.1924709651,-464310.8242594646,none,,306369,LA MIRADA,10181.874069755375,306279,14371.10002918317,outside_secondary_tolerance,11:0:start
11,0,end,190842.85672338965,-464298.0944945947,190842.85672338965,-464298.0944945947,none,,306369,LA MIRADA,10515.815295088658,306279,14305.285513438203,outside_secondary_tolerance,11:0:end
12,0,start,190842.85672338965,-464298.0944945947,190842.85672338965,-464298.0944945947,none,,306369,LA MIRADA,10515.815295088658,306279,14305.285513438203,outside_secondary_tolerance,12:0:start
12,0,end,191389.52628739065,-465371.80448012054,191389.52628739065,-465371.80448012054,none,,306369,LA MIRADA,11678.986267419185,306279,15341.514077431433,outside_secondary_tolerance,12:0:end
13,0,start,191411.75877909228,-464278.60858797235,191411.75877909228,-464278.60858797235,none,,306369,LA MIRADA,10897.532257236566,306279,14248.425538767831,outside_secondary_tolerance,13:0:start
13,0,end,191736.23796295116,-464269.00857151765,191736.23796295116,-464269.00857151765,none,,306369,LA MIRADA,11123.474655459599,306279,14227.610636159437,outside_secondary_tolerance,13:0:end
14,0,start,187704.36689076838,-462220.1488868166,187704.36689076838,-462220.1488868166,none,,306369,LA MIRADA,6913.23690585856,302187,11628.066740573491,outside_secondary_tolerance,14:0:start
14,0,end,187360.50791674224,-464456.25223884825,187360.50791674224,-464456.25223884825,none,,306369,LA MIRADA,8676.56560857616,302187,11695.065121870384,outside_secondary_tolerance,14:0:end
15,0,start,188117.94789720318,-462147.5076707336,188117.94789720318,-462147.5076707336,none,,306369,LA MIRADA,7105.016726320962,302187,12034.473055343467,outside_secondary_tolerance,15:0:start
15,0,end,192183.4730341975,-461051.5113855018,192183.4730341975,-461051.5113855018,none,,306369,LA MIRADA,9598.607217769224,306279,11006.905336966076,outside_secondary_tolerance,15:0:end
16,0,start,192183.4730341975,-461051.5113855018,192183.4730341975,-461051.5113855018,none,,306369,LA MIRADA,9598.607217769224,306279,11006.905336966076,outside_secondary_tolerance,16:0:start
16,0,end,192189.86406122902,-460612.60147442715,192189.86406122902,-460612.60147442715,none,,306369,LA MIRADA,9408.83058727961,306279,10568.094035750923,outside_secondary_tolerance,16:0:end
17,0,start,192189.86406122902,-460612.60147442715,192189.86406122902,-460612.60147442715,none,,306369,LA MIRADA,9408.83058727961,306279,10568.094035750923,outside_secondary_tolerance,17:0:start
17,0,end,192504.55685954267,-460413.3321137731,192504.55685954267,-460413.3321137731,none,,306369,LA MIRADA,9613.593867486194,306279,10377.358132528962,outside_secondary_tolerance,17:0:end
18,0,start,192504.55685954267,-460413.3321137731,192504.55685954267,-460413.3321137731,none,,306369,LA MIRADA,9613.593867486194,306279,10377.358132528962,outside_secondary_tolerance,18:0:start
18,0,end,193375.3007346307,-460853.06956348894,193375.3007346307,-460853.06956348894,none,,306369,LA MIRADA,10587.499701665643,306279,10886.81256314811,outside_secondary_tolerance,18:0:end
19,0,start,188096.8981862836,-462174.32420451613,188096.8981862836,-462174.32420451613,none,,306369,LA MIRADA,7112.888181360052,302187,12015.554098632887,outside_secondary_tolerance,19:0:start
19,0,end,191754.1525870134,-463213.70341783203,191754.1525870134,-463213.70341783203,none,,306369,LA MIRADA,10437.712066057802,306279,13172.175577149115,outside_secondary_tolerance,19:0:end
20,0,start,191754.1525870134,-463213.70341783203,191754.1525870134,-463213.70341783203,none,,306369,LA MIRADA,10437.712066057802,306279,13172.175577149115,outside_secondary_tolerance,20:0:start
20,0,end,192609.97511146424,-462973.92352172686,192609.97511146424,-462973.92352172686,none,,306369,LA MIRADA,10971.944737336284,306279,12940.117408024773,outside_secondary_tolerance,20:0:end
21,0,start,192607.0955263299,-462975.1873279051,192607.0955263299,-462975.1873279051,none,,306369,LA MIRADA,10970.335717772183,306279,12941.259463743505,outside_secondary_tolerance,21:0:start
21,0,end,193368.063382046,-460853.4900226742,193368.063382046,-460853.4900226742,none,,306369,LA MIRADA,10581.041731241234,306279,10886.362231969415,outside_secondary_tolerance,21:0:end
22,0,start,193362.30372642892,-462780.4180882438,193362.30372642892,-462780.4180882438,none,,306369,LA MIRADA,11487.222978252803,306279,12800.955301926459,outside_secondary_tolerance,22:0:start
22,0,end,194185.94548719833,-463212.441064578,194185.94548719833,-463212.441064578,none,,306369,LA MIRADA,12414.17685743862,306279,13336.717168438967,outside_secondary_tolerance,22:0:end
23,0,start,193363.20603734767,-462782.0059699719,193363.20603734767,-462782.0059699719,none,,306369,LA MIRADA,11488.838006300686,306279,12802.626393594197,outside_secondary_tolerance,23:0:start
23,0,end,193879.7400947901,-464216.65659929905,193879.7400947901,-464216.65659929905,none,,306369,LA MIRADA,12730.389216212954,306279,14286.97414364308,outside_secondary_tolerance,23:0:end
