secondary_tolerance_m,registered_substations,unsnapped_substations,direct_edges,components,largest_component_nodes,second_component_nodes,second_component_names,isolates,median_degree,max_degree,edges_gt20km,edges_gt25km,max_link_km
375,93,0,353,2,91,2,TRISONIC; DOUGLAS,0,6.0,24,101,61,53.28326684977264
