AUC,T50,T80,rule
0.9914275707712729,2.0,6.0,centrality-first
0.9918567773924128,2.0,5.0,impact-first
0.9912537869293186,3.0,7.0,betweenness-first
0.9910125940577951,3.0,7.0,degree-first
0.9912350083766059,3.0,5.0,closeness-first
0.9915105326425546,2.0,5.0,hospital-first
0.9907948964399563,3.0,7.0,random
