AUC,T50,T80,rule
0.9709550073409117,13.850000000000001,21.55,centrality-first
0.9761742631476338,9.65,19.25,impact-first
0.9714042420949404,13.55,21.3,betweenness-first
0.9724151936410975,13.0,21.3,degree-first
0.972412654864818,13.100000000000001,21.3,closeness-first
0.9784123907111739,9.600000000000001,16.85,hospital-first
0.9704643181484386,14.25,21.55,random
