time_hr,centrality-first,impact-first,betweenness-first,degree-first,closeness-first,hospital-first,random
0.0,0.37223946745452496,0.37223946745452496,0.37223946745452496,0.37223946745452496,0.37223946745452496,0.37223946745452496,0.37223946745452496
0.05,0.37243855436587714,0.3724304143039796,0.3724304143039796,0.3724304143039796,0.3724304143039796,0.37243049699429814,0.3724286333350983
0.1,0.37268092062786584,0.3726926737133824,0.3726881928105313,0.3726881928105313,0.3726881928105313,0.3726998643456478,0.3726581684350545
0.15000000000000002,0.37300308699163454,0.373018721964968,0.3730184066909611,0.3730462107124104,0.37302148006761215,0.3730615805394968,0.3729572640953797
0.2,0.3734345926226533,0.3734230238751613,0.37345739349910745,0.3735344476940862,0.37345084744557044,0.37354470661087125,0.3733600861466626
0.25,0.3739834815570443,0.37396509209373463,0.37402056420956253,0.3742040045472948,0.3740596407268902,0.3741958457778861,0.37391016870830757
0.30000000000000004,0.3747106512613912,0.3747666869859453,0.3747896099879185,0.37506448546676857,0.374895974854322,0.3750346069144086,0.37461235098987095
0.35000000000000003,0.37562645228201264,0.3758147761224755,0.3757690010358738,0.37612572085312457,0.3759807403280402,0.37610343568950544,0.37550583192469744
0.4,0.3767359757321306,0.3770521453616952,0.37696257292925495,0.3773996491713569,0.3773133756196021,0.37737561445318163,0.3765886386861784
0.45,0.37806370489775665,0.378514326073428,0.3783609716419212,0.37890959951812564,0.37889643299412257,0.37886692388393817,0.37786370559448285
0.5,0.37960729856779213,0.38026306954800027,0.38002011729147955,0.3806561804649759,0.3807474424577153,0.3805995967993112,0.3793678534465823
0.55,0.3814028485815676,0.382334753497029,0.3819245928596613,0.3826662374723356,0.3828826863387671,0.3826266530689716,0.381117330221368
0.6000000000000001,0.38342679887406506,0.38470100833769094,0.38407552138667334,0.38494497090938956,0.38531635492852423,0.3849330566169797,0.38311427455056657
0.65,0.3857062247964478,0.38735356565775103,0.38656172362032526,0.3875456690496629,0.388066133372698,0.3875296347919799,0.385394419908503
0.7000000000000001,0.38826050074076257,0.3903283004559945,0.3893499713790202,0.39044655389060823,0.39113444290549715,0.39045234107947085,0.3879460330233397
0.75,0.3910670929394018,0.3936130996598871,0.39241849455753525,0.3936318832058874,0.39451301002212763,0.3936727935075296,0.39075797859325045
0.8,0.3941206713387084,0.3972024118538039,0.3957662349607676,0.39710145119150275,0.3981985328693862,0.39718404552362585,0.3938296968036782
0.8500000000000001,0.3974140088317712,0.40109013211080724,0.3993870988354322,0.400842218345123,0.4021833095804539,0.4009750670170649,0.3971522123743982
0.9,0.4009350734907102,0.4052642747091734,0.4032697180584658,0.40484024580774053,0.40645218433755936,0.4050328807488354,0.40071526118463147
0.9500000000000001,0.40466701129067406,0.4097068546231448,0.4073973731884582,0.4090761741388589,0.4109849363963514,0.4093390065798901,0.40450369120982343
1.0,0.4085883105476063,0.4143939578714544,0.4117480942678262,0.4135254073601344,0.41575534436564965,0.4138696211905041,0.4084975587759255
1.05,0.4126731163839964,0.41929604489006617,0.41629493402397355,0.418158502275087,0.42073158461783433,0.41859590033460153,0.4126723606172574
1.1,0.41689172958330767,0.42437845584577905,0.4210064497160854,0.4229417593779924,0.4258768260215783,0.42348456307456384,0.4169994783082062
1.1500000000000001,0.4212112602522904,0.42960212656390484,0.42584735056299794,0.42783795324903195,0.43115004221252157,0.4284985748087315,0.42144674811031213
1.2000000000000002,0.42559636090517416,0.43492446011120073,0.43077925253657223,0.43280719659174,0.4365069678487489,0.4335979719569163,0.42597915077444004
1.25,0.43001013394407217,0.4403003832303569,0.43576162930599316,0.43780794748904883,0.44190123940784987,0.4387408520395644,0.4305596696635189
1.3,0.43441502336283777,0.44568346024746647,0.44075277473645524,0.44279802089117254,0.44728557415831666,0.4438843755759552,0.4351501597325298
1.35,0.43877377904284726,0.4510271028226,0.4457108455362669,0.4477356583442171,0.45261301391232667,0.4489858323447912,0.4397123017011215
1.4000000000000001,0.4430503957599847,0.4562857684257898,0.4505949076631738,0.4525805700288843,0.4578381481914721,0.4540037041161651,0.4442085498618951
1.4500000000000002,0.4472109738195897,0.4614161046010482,0.4553659227497881,0.45729488425631676,0.46291826316927737,0.45889863520188295,0.4486030311256699
1.5,0.45126818998900353,0.46637800716301087,0.45998765900055494,0.46184400990771224,0.46781436592270303,0.4636343395604555,0.45286239031651143
1.55,0.4551819910243655,0.4711355626018938,0.46442751128808857,0.46619737543044226,0.47249207730593407,0.4681794872451138,0.45695653732458774
1.6,0.4589130118859475,0.4756578251487057,0.46865714030121847,0.470328981218716,0.4769222935055968,0.47250683501871116,0.46085923892623765
1.6500000000000001,0.46244433702807,0.4799193337080398,0.47265297118439814,0.47421837032661607,0.4810816835993287,0.4765920825465405,0.46455233845607313
1.7000000000000002,0.4657637175999988,0.4839003579433051,0.4763965172273055,0.47786021672983237,0.48495376897355136,0.48041743991425984,0.46803746820867026
1.75,0.46887702332022085,0.48758830203345715,0.4798793373509682,0.4812351902530208,0.48853480833844615,0.4839822322250148,0.471284929400322
1.8,0.4717937900721169,0.4909771208665381,0.48312017297736054,0.48434953578574347,0.4918129556880007,0.48727624679632386,0.47428920879645564
1.85,0.47449788561598744,0.4940627018473965,0.4860918563905579,0.48719468146396633,0.49478860633613087,0.49029241106951127,0.4770479378040193
1.9000000000000001,0.47699434269724894,0.4968481558880484,0.4887971039568262,0.48978209856175636,0.4974673245539432,0.4930335522651174,0.47956205210290664
1.9500000000000002,0.47929210463211847,0.4993412577942904,0.49124279773455126,0.4921327992326281,0.49985884667340924,0.49550662341121754,0.48183794653699097
