AUC,T50,T80,rule
0.9934648659529987,2.0,4.0,centrality-first
0.9931563573061241,2.0,5.0,impact-first
0.9934343854368076,2.0,4.0,betweenness-first
0.9932324465744142,2.0,4.0,degree-first
0.9930791978157703,2.0,4.0,closeness-first
0.993381332803276,2.0,4.0,hospital-first
0.9933350019843807,2.0,5.0,random
