Stage,Crew_ID,Crew_Origin_ID,Substation_ID,Start_Time,End_Time,Duration,Travel_Time
Stage4_SanFernando_closeness-first,9,D02,301156,0.2688419393401867,1.3750028595208386,1.106160920180652,0.2688419393401867
Stage4_SanFernando_closeness-first,10,D02,308269,0.0912514049822256,1.533089898412476,1.4418384934302504,0.0912514049822256
Stage4_SanFernando_closeness-first,11,D02,305984,0.2766566541556225,2.32727719275484,2.0506205385992176,0.2766566541556225
Stage4_SanFernando_closeness-first,12,D03,301558,0.2290932543146243,3.5672524464406465,3.3381591921260223,0.2290932543146243
Stage4_SanFernando_closeness-first,13,D04,307693,0.1578621167706032,31.750865814148145,31.593003697377544,0.1578621167706032
Stage4_SanFernando_closeness-first,14,D04,307512,0.2433781497916179,8.679732547499018,8.436354397707401,0.2433781497916179
Stage4_SanFernando_closeness-first,15,D04,304073,0.5110016898071095,1.728844064306327,1.2178423744992175,0.5110016898071095
Stage4_SanFernando_closeness-first,16,D04,309569,0.1476775688884651,19.22482593168573,19.077148362797264,0.1476775688884651
Stage4_SanFernando_closeness-first,17,D04,300648,0.5267080897862638,1.873021880530998,1.346313790744734,0.5267080897862638
Stage4_SanFernando_closeness-first,18,D04,306768,0.2252064427569911,3.9716938712133296,3.7464874284563385,0.2252064427569911
Stage4_SanFernando_closeness-first,19,D04,301636,0.1521644251288435,14.729624303803945,14.577459878675102,0.1521644251288435
Stage4_SanFernando_closeness-first,20,D04,303371,0.4215833118166912,4.045423284180602,3.6238399723639114,0.4215833118166912
Stage4_SanFernando_closeness-first,21,D04,301541,0.5105949944473888,1.8566094320311137,1.346014437583725,0.5105949944473888
Stage4_SanFernando_closeness-first,22,D04,310199,0.181017085452713,29.333843275973955,29.152826190521242,0.181017085452713
Stage4_SanFernando_closeness-first,23,D04,306489,0.220143657568028,29.793092496657128,29.5729488390891,0.220143657568028
Stage4_SanFernando_closeness-first,24,D04,309843,0.2828040889681025,1.812414834475159,1.5296107455070564,0.2828040889681025
Stage4_SanFernando_closeness-first,25,D04,300829,0.4208140167635789,7.8381159677243835,7.4173019509608045,0.4208140167635789
Stage4_SanFernando_closeness-first,26,D04,300493,0.1810631386104234,11.379938006368368,11.198874867757945,0.1810631386104234
Stage4_SanFernando_closeness-first,27,D04,304040,0.4111930315978428,4.681605811464348,4.270412779866506,0.4111930315978428
Stage4_SanFernando_closeness-first,28,D04,308206,0.2798600662196588,2.2504874010205924,1.9706273348009338,0.2798600662196588
Stage4_SanFernando_closeness-first,29,D04,303620,0.1815666350864873,6.629125492441858,6.447558857355371,0.1815666350864873
Stage4_SanFernando_closeness-first,30,D04,303899,0.2728454375148147,2.556642613516314,2.283797176001499,0.2728454375148147
Stage4_SanFernando_closeness-first,31,D04,301214,0.220143657568028,30.78737025627365,30.567226598705624,0.220143657568028
Stage4_SanFernando_closeness-first,32,D04,308991,0.2535104899807856,6.945434763363181,6.691924273382395,0.2535104899807856
Stage4_SanFernando_hospital-first,0,D01,305984,0.2994369120802581,2.3500574506794756,2.0506205385992176,0.2994369120802581
Stage4_SanFernando_hospital-first,1,D02,303620,0.391829570313094,6.839388427668465,6.447558857355371,0.391829570313094
Stage4_SanFernando_hospital-first,2,D02,300232,0.2371825217203012,1.2732864963395158,1.0361039746192147,0.2371825217203012
