time_hr,centrality-first,impact-first,betweenness-first,degree-first,closeness-first,hospital-first,random
0.0,0.5705569074048629,0.5705569074048629,0.5705569074048629,0.5705569074048629,0.5705569074048629,0.5705569074048629,0.5705569074048629
0.05,0.5709792510627059,0.5709818762561203,0.5709818762561203,0.5709818762561203,0.5709959377132934,0.5709820613371612,0.5709820613371612
0.1,0.5715010667053013,0.5715353585006582,0.5715534484025251,0.5715353585006582,0.5715793353257825,0.5715614822344921,0.5715614822344921
0.15000000000000002,0.5721692078340048,0.5721983784471423,0.5722586463237169,0.5722108428237791,0.5722961581921844,0.5722680812173415,0.5722558612809808
0.2,0.5729774709067524,0.5730008246308452,0.5731352582588849,0.5730548474651288,0.5731864370748775,0.5731319025660453,0.5730993302291184
0.25,0.5739409719030937,0.5740212546816574,0.5741987435386379,0.5741170989637783,0.5742819792072238,0.5742387984085795,0.5741212452147769
0.30000000000000004,0.5751367908915543,0.5753562625612371,0.5755399592005466,0.575492891992813,0.5756883929296632,0.5756311888273686,0.5753916579402985
0.35000000000000003,0.5765624833527303,0.5769915215094079,0.5771837109297002,0.5771749016149146,0.5773985915910201,0.5773391219495224,0.5769611158974902
0.4,0.5782389995399997,0.5789125606152896,0.579094230423719,0.5791550279013835,0.5793763657692108,0.5793312590523264,0.5787789952579327
0.45,0.5801832145908075,0.5811443023761509,0.5812829633468649,0.5814325473209221,0.5816496737155896,0.5816526935625659,0.5808762801372293
0.5,0.5823933053712204,0.5837006515895746,0.583764168259291,0.584020860659471,0.5842321983181138,0.5843032187649603,0.583262219879092
0.55,0.5849510197474515,0.5866067892795719,0.5866087487211411,0.5869800202653014,0.5871920060211488,0.5872997419621202,0.5860085048343011
0.6000000000000001,0.587849242253995,0.5898519546160738,0.5898232969974686,0.590292823307383,0.5905166119104455,0.590637737390999,0.5891136609696955
0.65,0.5911240215357845,0.5934364784829577,0.5933894287212523,0.5939507726002431,0.5941831272721283,0.5943190349202689,0.5925602230558988
0.7000000000000001,0.5947212082415956,0.5973713586356844,0.5972892588240302,0.5979526684781413,0.5981896245038394,0.5983531730351332,0.5963427710426827
0.75,0.598631242299472,0.6016436386965477,0.6015154977643256,0.6022906587759896,0.6025275828905903,0.6027254834500941,0.6004493497858048
0.8,0.6028448538888811,0.6062365420946206,0.6060543455874798,0.60694996204023,0.6071816673314931,0.6074172846074382,0.6048647910798262
0.8500000000000001,0.607346896987419,0.6111293988909147,0.6108853327241599,0.6119086959182038,0.612129582147616,0.6124058463791227,0.6095706527182103
0.9,0.6121164186669799,0.61629471892099,0.6159815008867671,0.6171380523049349,0.6173422962877496,0.617661537150846,0.6145422703722223
0.9500000000000001,0.6171269137027684,0.6216985757441625,0.6213098180248082,0.6226027388672317,0.6227845045051092,0.6231482948992868,0.6197491201656948
1.0,0.6223467196388448,0.6273012211499427,0.6268317786810638,0.6282616324017549,0.6284153062017825,0.6288243122030881,0.6251553268815013
1.05,0.6277396377222214,0.6330579627416868,0.6325042650152934,0.6340687092688819,0.6341891327584731,0.6346430024949841,0.6307204415677523
1.1,0.6332656984051737,0.6389202260374263,0.6382805687556374,0.6399741647135165,0.6400568699062915,0.640554145509687,0.6364003611910902
1.1500000000000001,0.6388821009036503,0.644836827710502,0.6441115895418077,0.645925729125578,0.6459671461935749,0.6465052331886006,0.6421484201137996
1.2000000000000002,0.6445441303234014,0.6507552382487082,0.6499470266275696,0.6518699825571261,0.6518676126183385,0.6524427861532753,0.6479164819809953
1.25,0.65020630873356,0.6566230703308871,0.6557367620207042,0.657753875867259,0.6577064209934433,0.6583138934995982,0.6536562320761359
1.3,0.6558234015957165,0.6623893851181863,0.6614320738177109,0.6635260708928716,0.6634335099835795,0.6640675395011013,0.6593203021031974
