AUC,T50,T80,rule
0.9808587570338252,5.0,13.0,centrality-first
0.980981871032345,5.0,13.0,impact-first
0.9808777766683796,5.0,13.0,betweenness-first
0.9808681403358157,6.0,13.0,degree-first
0.9809093426569782,5.0,13.0,closeness-first
0.9805985281486201,5.0,13.0,hospital-first
0.9808626721144549,5.0,15.0,random
