AUC,T50,T80,rule
0.9107416816987616,36.800000000000004,59.2,centrality-first
0.9197298219204089,35.95,49.35,impact-first
0.9132617328885809,36.25,57.95,betweenness-first
0.913282118935863,36.550000000000004,59.400000000000006,degree-first
0.9137347462099371,36.25,59.300000000000004,closeness-first
0.916113696848586,36.1,51.650000000000006,hospital-first
0.9046468067822168,39.95,61.0,random
