time_hr,centrality-first,impact-first,betweenness-first,degree-first,closeness-first,hospital-first,random
0.0,0.02534149799935983,0.02534149799935983,0.02534149799935983,0.02534149799935983,0.02534149799935983,0.02534149799935983,0.02534149799935983
0.05,0.02534149799935983,0.02534149799935983,0.02534149799935983,0.02535465904470556,0.02535465904470556,0.02534149799935983,0.025341630244010628
0.1,0.02534149799935983,0.0253524985598382,0.02534149799935983,0.02541397617844801,0.025402564223308735,0.0253524985598382,0.02534300289059878
0.15000000000000002,0.02534149799935983,0.02537903500775717,0.02534149799935983,0.02547671214975227,0.02545140996093348,0.025380662145839984,0.025344404806331322
0.2,0.025344598030657334,0.02540608224346419,0.02534149799935983,0.02555207188373179,0.025514562346114655,0.025417679036910064,0.025345836493302368
0.25,0.02535872229294593,0.025433647898632894,0.02534825963856243,0.02563308671480572,0.025583175383050237,0.025455408044254484,0.025347298457486202
0.30000000000000004,0.025378352788293132,0.025502402588630305,0.02536038163261396,0.025720325967747586,0.025696236129923264,0.025534144373419897,0.025348791208558964
0.35000000000000003,0.025398412388588205,0.025595446288883203,0.025372772582203818,0.025817946688076972,0.025818627702728428,0.025641834466813344,0.02535732008494526
0.4,0.025419096399078474,0.02575796540079428,0.025385437268265358,0.02591744446864401,0.025943493554527006,0.025786267604857936,0.02537991472200062
0.45,0.02544458559028453,0.025928517736180337,0.025403243985233383,0.026019640455079547,0.02607215982368866,0.025933662899572746,0.025407108369501878
0.5,0.02547178105536203,0.026105743838148347,0.025422114408061077,0.026124443511226763,0.026203570171028208,0.026086464851957668,0.025440443988322563
0.55,0.025501395597766145,0.026292331271116916,0.025443242801561943,0.026231235569410635,0.02633760231460361,0.02624649078299799,0.02547444721360785
0.6000000000000001,0.025535631785210063,0.026493942516473527,0.025468829303345347,0.026367959668224757,0.026475766807191287,0.026422334771530668,0.025509128550869772
0.65,0.025572468175040577,0.026699758881041764,0.02549494652903874,0.02651968831931724,0.02661711553510521,0.02660186274487078,0.02554449857347558
0.7000000000000001,0.0256103546731064,0.02691569156996281,0.025522948296970632,0.026674399103818955,0.026761251820404827,0.026787684341844427,0.025580609324387445
0.75,0.02564920910583448,0.027140106348029797,0.02555774390042069,0.026839005471830484,0.02690821762652517,0.027002009358727663,0.025645754893621225
