AUC,T50,T80,rule
0.9592397558377305,18.0,34.0,centrality-first
0.9592338735766089,17.0,34.0,impact-first
0.9591517415518968,18.0,35.0,betweenness-first
0.959068467799318,17.0,34.0,degree-first
0.9589685871505389,18.0,35.0,closeness-first
0.9592643025498767,17.0,34.0,hospital-first
0.9594823700308776,17.0,34.0,random
