AUC,T50,T80,rule
0.9915127701138632,0.0,6.300000000000001,centrality-first
0.9915253499662336,0.0,6.2,impact-first
0.9915662578233864,0.0,6.25,betweenness-first
0.991574908166871,0.0,6.15,degree-first
0.991579359654564,0.0,6.15,closeness-first
0.9915639696184397,0.0,6.15,hospital-first
0.9915454784083925,0.0,6.25,random
