repair_order,substation_id,Crew_ID,Crew_Origin_ID,Resource_Type,Start_Time,Finish_Time,Travel_Time,Duration
1,309042,0,D01,C57,0.0293090807826954,2.0633736073195608,0.0293090807826954,2.0340645265368655
2,308471,1,D02,C57,0.3926347160720397,7.282676860084014,0.3926347160720397,6.890042144011974
3,306224,2,D02,C57,0.377646262041354,17.113902164803545,0.377646262041354,16.736255902762192
4,308806,3,D02,C57,0.3266182660492011,8.101257128486207,0.3266182660492011,7.774638862437007
5,303540,4,D02,C57,0.3034259968520331,15.472320343969635,0.3034259968520331,15.168894347117602
6,301541,5,D02,C57,0.1735050109360682,1.9228480677486992,0.1735050109360682,1.749343056812631
7,302164,6,D02,C57,0.258287344141801,7.926594993636865,0.258287344141801,7.6683076494950635
8,306844,7,D02,C57,0.333969336080515,11.779282570961985,0.333969336080515,11.445313234881471
9,310527,8,D02,C57,0.0496051556906579,1.1682259873536982,0.0496051556906579,1.1186208316630404
10,301637,9,D02,C57,0.2845769045632986,3.337394173822623,0.2845769045632986,3.0528172692593247
11,301543,10,D02,C57,0.3232940073091869,3.995746881293433,0.3232940073091869,3.672452873984246
12,306450,11,D02,C57,0.1092228887613831,2.98682500003325,0.1092228887613831,2.877602111271867
13,308581,12,D03,C57,0.3570947281503534,7.111983588713393,0.3570947281503534,6.75488886056304
14,301105,13,D04,C57,0.2987770471461312,2.108247537515098,0.2987770471461312,1.8094704903689671
15,309853,14,D04,C57,0.7047804131612038,7.464462078307537,0.7047804131612038,6.759681665146333
16,310504,15,D04,C57,0.4653845869815141,3.041325891947478,0.4653845869815141,2.5759413049659643
17,303344,16,D04,C57,0.4722959834321351,3.5088194652896454,0.4722959834321351,3.03652348185751
18,306623,17,D04,C57,0.4732559244633781,5.199888594635573,0.4732559244633781,4.7266326701721955
19,309553,18,D04,C57,0.4809888733365895,4.653867237923902,0.4809888733365895,4.172878364587312
20,307557,19,D04,C57,0.4697749692094577,4.461988335063171,0.4697749692094577,3.992213365853713
21,309703,20,D04,C57,0.5053798842637796,4.784442543894748,0.5053798842637796,4.279062659630969
22,307373,21,D04,C57,0.7886388037419285,26.322495287143425,0.7886388037419285,25.533856483401497
23,301745,22,D04,C57,0.3915507337577188,2.2550336733602965,0.3915507337577188,1.8634829396025776
24,300390,23,D04,C57,0.6015380988647312,20.757366229903468,0.6015380988647312,20.155828131038735
25,308367,24,D04,C57,0.7225142501628539,11.81664568450436,0.7225142501628539,11.094131434341506
26,304137,25,D04,C57,0.5359353829031454,9.758470060135867,0.5359353829031454,9.222534677232721
27,309663,26,D04,C57,0.3749192673460872,4.010934558037957,0.3749192673460872,3.63601529069187
28,301100,27,D04,C57,0.4439696409422864,4.875651844777289,0.4439696409422864,4.431682203835003
29,300105,28,D04,C57,0.6611546474718367,2.384997811798494,0.6611546474718367,1.7238431643266572
30,309843,29,D04,C57,0.2828040889681025,1.3518876804823527,0.2828040889681025,1.0690835915142503
31,307274,30,D04,C57,0.6171618632798831,13.198031774167907,0.6171618632798831,12.580869910888024
32,302297,31,D04,C57,0.4418706317465299,4.575053871880265,0.4418706317465299,4.133183240133736
33,305885,32,D04,C57,0.3752712924793944,2.646691753112531,0.3752712924793944,2.271420460633137
34,310179,33,D04,C57,0.6348143493661523,10.365472255721588,0.6348143493661523,9.730657906355436
35,306279,34,D04,C57,0.7748541369123354,3.0315113881291795,0.7748541369123354,2.2566572512168444
36,300232,35,D05,C57,0.2433922950143392,13.03090325043486,0.2433922950143392,12.787510955420522
37,301614,36,D06,C57,0.1428181034951742,2.989937602645496,0.1428181034951742,2.8471194991503217
38,307564,37,D06,C57,0.2791022759934821,1.3169836608046037,0.2791022759934821,1.0378813848111217
39,301108,38,D06,C57,0.3632837518460308,6.593574741709495,0.3632837518460308,6.230290989863464
40,309758,39,D06,C57,0.2759737077426544,6.252555707936093,0.2759737077426544,5.976582000193439
41,302187,40,D06,C57,0.34376908325945,22.18522838089542,0.34376908325945,21.84145929763597
42,306060,41,D06,C57,0.1927202707120779,6.856981666424745,0.1927202707120779,6.664261395712667
