,GA_HospFirst
0.0,0.30916271881593166
0.05,0.30918049245001356
0.1,0.309246258980276
0.15000000000000002,0.3093174828311468
0.2,0.3094045918435341
0.25,0.3094956137635998
0.30000000000000004,0.3096093703618108
0.35000000000000003,0.309752514540648
0.4,0.3099530040678218
0.45,0.3101657231159113
0.5,0.31038735571026344
0.55,0.31062982589482485
0.6000000000000001,0.3109285954901236
0.65,0.31125135760144496
0.7000000000000001,0.3115935918070597
0.75,0.3119503551311935
0.8,0.3123218321870441
0.8500000000000001,0.31270816757085557
0.9,0.3131097688246997
0.9500000000000001,0.31354212624264893
1.0,0.3139926650390087
1.05,0.3144636917666995
1.1,0.3149611779931585
1.1500000000000001,0.3154870395829713
1.2000000000000002,0.31603261091795304
1.25,0.3165983542395753
1.3,0.31718472706137246
1.35,0.31779218119642266
1.4000000000000001,0.31842116176109503
1.4500000000000002,0.3190721061571615
1.5,0.3197454430345211
1.55,0.32044159123694305
1.6,0.321160958733385
1.6500000000000001,0.32190394153759044
1.7000000000000002,0.32267092261880137
1.75,0.3234622708065624
1.8,0.3242783396927087
1.85,0.32511946653374724
1.9000000000000001,0.32598597115694694
1.9500000000000002,0.326878154873542
2.0,0.32779629940253896
2.0500000000000003,0.32874066580868694
2.1,0.32971149345822326
2.15,0.3307089989960551
2.2,0.33173337534806147
2.25,0.33278479075221573
2.3000000000000003,0.33386338782222535
2.35,0.33496928264736947
2.4000000000000004,0.3361025639321782
2.45,0.3372632921795487
2.5,0.33845149892082727
2.5500000000000003,0.3396874345100261
2.6,0.34096227228669035
2.6500000000000004,0.3422659408895379
2.7,0.3435983982794257
2.75,0.34495957103399416
2.8000000000000003,0.3463493538692702
2.85,0.3477676092255031
2.9000000000000004,0.34921416691962814
2.95,0.3506888238665516
3.0,0.35219134387124906
3.0500000000000003,0.3537216578846645
3.1,0.35528430197649435
3.1500000000000004,0.3568866839449492
3.2,0.3585162993737013
3.25,0.3601740519663822
3.3000000000000003,0.36185968552257464
3.35,0.36357137481679436
3.4000000000000004,0.36531724564704765
3.45,0.3670900431268836
3.5,0.36889404317304675
