substation_id,sub_value_base,node_importance_score,node_importance_s_ref,node_importance_bonus,sub_value_final,importance_role_score,importance_voltage_score,importance_lines_score,importance_table_matched
300105,2.5869158799856744,0.20166666666666672,1.428966241284206,0.28817485865898157,2.875090738644656,0.0,0.8,0.4166666666666667,False
300232,21.36273156823842,0.21833333333333338,1.428966241284206,0.311990962680385,21.674722530918807,0.0,0.8,0.5833333333333334,False
300390,1.2191038291808922,0.6383333333333334,1.428966241284206,0.9121567840197515,2.1312606132006437,0.6,0.8,0.5833333333333334,True
300627,0.365640293899397,0.5533333333333333,1.428966241284206,0.790694653510594,1.156334947409991,0.6,0.5,0.3333333333333333,True
301100,0.02054756835503494,0.5883333333333334,1.428966241284206,0.8407084719555412,0.8612560403105761,0.6,0.8,0.08333333333333333,True
301105,2.0991586010671033,0.6466666666666667,1.428966241284206,0.9240648360304532,3.0232234370975566,0.6,0.8,0.6666666666666666,True
301108,0.05257651792641032,0.20166666666666672,1.428966241284206,0.28817485865898157,0.3407513765853919,0.0,0.8,0.4166666666666667,False
301541,4.806276542408259,0.935,1.428966241284206,1.3360834356007325,6.142359978008992,1.0,0.8,0.75,True
301543,0.01906399527228985,0.04000000000000001,1.428966241284206,0.05715864965136825,0.0762226449236581,0.0,0.2,0.0,False
301614,3.663151410289583,0.065,1.428966241284206,0.09288280568347339,3.756034215973056,0.0,0.2,0.25,False
301637,3.6966213048684726,0.13333333333333333,1.428966241284206,0.19052883217122746,3.8871501370397,0.0,0.5,0.3333333333333333,False
301745,0.3638479466209586,0.45999999999999996,1.428966241284206,0.6573244709907347,1.0211724176116932,0.6,0.2,0.0,True
302164,7.098872034521173,0.11666666666666667,1.428966241284206,0.16671272814982402,7.265584762670997,0.0,0.5,0.16666666666666666,False
302187,10.674477253112135,0.6633333333333334,1.428966241284206,0.9478809400518567,11.622358193163992,0.6,0.8,0.8333333333333334,True
302297,0.007585210437254978,0.04833333333333334,1.428966241284206,0.06906670166206996,0.07665191209932494,0.0,0.2,0.08333333333333333,False
302923,0.0,0.04833333333333334,1.428966241284206,0.06906670166206996,0.06906670166206996,0.0,0.2,0.08333333333333333,False
303099,17.649853802016516,0.5866666666666667,1.428966241284206,0.8383268615534007,18.488180663569917,0.6,0.5,0.6666666666666666,True
303169,7.971989491245585,0.655,1.428966241284206,0.9359728880411549,8.90796237928674,0.6,0.8,0.75,True
303303,3.823920372121055,0.04833333333333334,1.428966241284206,0.06906670166206996,3.892987073783125,0.0,0.2,0.08333333333333333,False
303344,0.0021667310190412476,0.05666666666666667,1.428966241284206,0.08097475367277167,0.08314148469181291,0.0,0.2,0.16666666666666666,False
303540,0.6491104785813147,0.04833333333333334,1.428966241284206,0.06906670166206996,0.7181771802433846,0.0,0.2,0.08333333333333333,False
304073,8.666666666646258,0.6466666666666667,1.428966241284206,0.9240648360304532,9.59073150267671,0.6,0.8,0.6666666666666666,True
304137,3.658307854223696,0.125,1.428966241284206,0.17862078016052574,3.836928634384222,0.0,0.5,0.25,False
304450,3.850554975329724,0.8933333333333333,1.428966241284206,1.2765431755472239,5.1270981508769475,1.0,0.8,0.3333333333333333,True
305780,0.011544017407745518,0.04000000000000001,1.428966241284206,0.05715864965136825,0.06870266705911376,0.0,0.2,0.0,False
305885,3.6708621434032995,0.16666666666666669,1.428966241284206,0.23816104021403434,3.9090231836173337,0.0,0.5,0.6666666666666666,False
306060,4.125332743949688,0.68,1.428966241284206,0.9716970440732601,5.097029788022948,0.6,0.8,1.0,True
306091,0.026901195903664007,0.04833333333333334,1.428966241284206,0.06906670166206996,0.09596789756573397,0.0,0.2,0.08333333333333333,False
306224,7.031101551008333,0.05666666666666667,1.428966241284206,0.08097475367277167,7.112076304681104,0.0,0.2,0.16666666666666666,False
