repair_order,substation_id,Crew_ID,Crew_Origin_ID,Resource_Type,Start_Time,Finish_Time,Travel_Time,Duration
1,304073,0,D01,C57,0.2014355037680088,3.8312725511207435,0.2014355037680088,3.629837047352735
2,301558,1,D02,C57,0.2435238787950405,2.6852953352734943,0.2435238787950405,2.441771456478454
3,301745,2,D02,C57,0.211608345072212,4.517132487883446,0.211608345072212,4.305524142811234
4,308907,3,D02,C57,0.1543429317262849,2.607734026401227,0.1543429317262849,2.4533910946749424
5,309042,4,D02,C57,0.0465929262122769,6.52442550697011,0.0465929262122769,6.477832580757833
6,303620,5,D02,C57,0.391829570313094,26.51924412045523,0.391829570313094,26.127414550142138
7,309758,6,D02,C57,0.2685193599100804,1.8213157878117787,0.2685193599100804,1.5527964279016984
8,306844,7,D02,C57,0.333969336080515,2.2454391988598963,0.333969336080515,1.9114698627793814
9,306060,8,D02,C57,0.1682713952256681,3.572672162516703,0.1682713952256681,3.404400767291035
10,301108,9,D02,C57,0.3558294040134567,4.279900397890257,0.3558294040134567,3.9240709938768004
11,301614,10,D02,C57,0.1183692280087644,3.3348212478695305,0.1183692280087644,3.2164520198607662
12,306623,11,D02,C57,0.2426073506039619,1.8749226741053753,0.2426073506039619,1.6323153235014134
13,302187,12,D03,C57,0.3491682276190422,2.202331952747409,0.3491682276190422,1.853163725128367
14,308494,13,D04,C57,0.257634917252396,12.690973553054803,0.257634917252396,12.433338635802407
15,301214,14,D04,C57,0.220143657568028,32.58599827121387,0.220143657568028,32.36585461364584
16,307557,15,D04,C57,0.4697749692094577,2.802010407237796,0.4697749692094577,2.3322354380283383
17,303371,16,D04,C57,0.4215833118166912,4.102637562006345,0.4215833118166912,3.6810542501896544
18,306694,17,D04,C57,0.3025310288958899,12.315868447783494,0.3025310288958899,12.013337418887604
19,307785,18,D04,C57,0.4191571300823623,5.74920023844918,0.4191571300823623,5.330043108366818
20,308806,19,D04,C57,0.500472405912834,1.6125221939167427,0.500472405912834,1.1120497880039086
