substation_id,sub_value_base,node_importance_score,node_importance_s_ref,node_importance_bonus,sub_value_final,importance_role_score,importance_voltage_score,importance_lines_score,importance_table_matched
300105,0.5621906118243007,0.20166666666666672,0.4656575064340194,0.0939075971308606,0.6560982089551614,0.0,0.8,0.4166666666666667,False
300232,2.0664448015728745,0.21833333333333338,0.4656575064340194,0.10166855557142758,2.168113357144302,0.0,0.8,0.5833333333333334,False
300390,0.1937267722479567,0.6383333333333334,0.4656575064340194,0.29724470827371574,0.49097148052167244,0.6,0.8,0.5833333333333334,True
300408,0.5559608698935026,0.08166666666666668,0.4656575064340194,0.03802869635877826,0.5939895662522808,0.0,0.2,0.4166666666666667,False
300429,1.5474138510270852,0.745,0.4656575064340194,0.3469148422933444,1.8943286933204295,0.6,1.0,1.25,True
300493,1.0912932330844303,0.19333333333333336,0.4656575064340194,0.09002711791057709,1.1813203509950074,0.0,0.8,0.3333333333333333,False
300558,2.117322456949879,0.08166666666666668,0.4656575064340194,0.03802869635877826,2.1553511533086573,0.0,0.2,0.4166666666666667,False
300627,0.3541086255338255,0.5533333333333333,0.4656575064340194,0.25766382022682405,0.6117724457606495,0.6,0.5,0.3333333333333333,True
300648,1.3680811759940017,0.07333333333333333,0.4656575064340194,0.03414821713849475,1.4022293931324965,0.0,0.2,0.3333333333333333,False
300829,0.25966007032238847,0.8766666666666667,0.4656575064340194,0.40822641397382364,0.6678864842962121,1.0,0.8,0.16666666666666666,True
301100,0.019604281719032564,0.5883333333333334,0.4656575064340194,0.27396183295201476,0.2935661146710473,0.6,0.8,0.08333333333333333,True
301105,0.359298153727308,0.6466666666666667,0.4656575064340194,0.30112518749399925,0.6604233412213072,0.6,0.8,0.6666666666666666,True
301108,0.049739748010921264,0.20166666666666672,0.4656575064340194,0.0939075971308606,0.14364734514178185,0.0,0.8,0.4166666666666667,False
301156,0.5700013502890539,0.07333333333333333,0.4656575064340194,0.03414821713849475,0.6041495674275486,0.0,0.2,0.3333333333333333,False
301194,1.409315332744911,0.22666666666666668,0.4656575064340194,0.10554903479171107,1.5148643675366222,0.0,0.8,0.6666666666666666,False
301214,0.2278685839187028,0.1766666666666667,0.4656575064340194,0.0822661594700101,0.3101347433887129,0.0,0.8,0.16666666666666666,False
301517,0.4950067114479755,0.04000000000000001,0.4656575064340194,0.018626300257360777,0.5136330117053363,0.0,0.2,0.0,False
301541,0.6622677978666927,0.935,0.4656575064340194,0.43538976851580813,1.0976575663825008,1.0,0.8,0.75,True
301543,0.018222616772417342,0.04000000000000001,0.4656575064340194,0.018626300257360777,0.03684891702977812,0.0,0.2,0.0,False
301558,0.8709989530247557,0.23500000000000004,0.4656575064340194,0.10942951401199458,0.9804284670367502,0.0,0.8,0.75,False
301614,0.6303785819573231,0.065,0.4656575064340194,0.03026773791821126,0.6606463198755343,0.0,0.2,0.25,False
301636,1.324618083879208,0.04833333333333334,0.4656575064340194,0.022506779477644272,1.3471248633568524,0.0,0.2,0.08333333333333333,False
301637,0.4753200901313286,0.13333333333333333,0.4656575064340194,0.062087667524535914,0.5374077576558645,0.0,0.5,0.3333333333333333,False
301745,0.35144483296901763,0.45999999999999996,0.4656575064340194,0.2142024529596489,0.5656472859286665,0.6,0.2,0.0,True
302164,0.6681876856524904,0.11666666666666667,0.4656575064340194,0.05432670908396893,0.7225143947364594,0.0,0.5,0.16666666666666666,False
302171,0.48038032222793864,0.05666666666666667,0.4656575064340194,0.026387258697927768,0.5067675809258664,0.0,0.2,0.16666666666666666,False
302187,1.0249629575440031,0.6633333333333334,0.4656575064340194,0.30888614593456626,1.3338491034785693,0.6,0.8,0.8333333333333334,True
302297,0.007321413935703763,0.04833333333333334,0.4656575064340194,0.022506779477644272,0.029828193413348036,0.0,0.2,0.08333333333333333,False
302798,0.40665762543947415,0.4766666666666666,0.4656575064340194,0.2219634114002159,0.6286210368396901,0.6,0.2,0.16666666666666666,True
302923,0.0,0.04833333333333334,0.4656575064340194,0.022506779477644272,0.022506779477644272,0.0,0.2,0.08333333333333333,False
303099,1.5739945201639487,0.5866666666666667,0.4656575064340194,0.273185737107958,1.8471802572719067,0.6,0.5,0.6666666666666666,True
303169,1.5142500220576163,0.655,0.4656575064340194,0.3050056667142827,1.819255688771899,0.6,0.8,0.75,True
303303,0.5956053536277487,0.04833333333333334,0.4656575064340194,0.022506779477644272,0.6181121331053929,0.0,0.2,0.08333333333333333,False
