,GA_Efficiency
0.0,0.5705569074048629
0.05,0.5709820613371612
0.1,0.5715625117985532
0.15000000000000002,0.5722853587638812
0.2,0.5731837087493545
0.25,0.5743662126113331
0.30000000000000004,0.5758830483092299
0.35000000000000003,0.5777222670114046
0.4,0.5798635103121472
0.45,0.5823291287514276
0.5,0.5851356233174564
0.55,0.5882874817534517
0.6000000000000001,0.5917937803336094
0.65,0.5956576157565109
0.7000000000000001,0.5998753446580607
0.75,0.6044360530629374
0.8,0.609321318329032
0.8500000000000001,0.614505121450622
0.9,0.6199541294240625
0.9500000000000001,0.6256282819755868
1.0,0.6314816107942969
1.05,0.637463345520701
1.1,0.6435192305172606
1.1500000000000001,0.6495930285904559
1.2000000000000002,0.6556280033182295
1.25,0.661568594790787
1.3,0.6673618760152229
1.35,0.6729589825002928
1.4000000000000001,0.6783163363247598
1.4500000000000002,0.6833966131829254
1.5,0.68816943857842
1.55,0.6926118647102814
1.6,0.6967084353402886
1.6500000000000001,0.7004510925594303
1.7000000000000002,0.7038387473329012
1.75,0.7068766780954789
1.8,0.709575794806574
1.85,0.7119516864343205
1.9000000000000001,0.714023713215032
1.9500000000000002,0.7158140216368385
2.0,0.7173466046481114
2.0500000000000003,0.7186464301312858
2.1,0.7197386358726301
2.15,0.7206479031239688
2.2,0.721397860737094
2.25,0.7220106973459788
2.3000000000000003,0.7225068409243531
2.35,0.7229047917555291
2.4000000000000004,0.723221021163407
2.45,0.7234699849726076
2.5,0.7236641748288509
2.5500000000000003,0.7238142245621426
2.6,0.7239291018030426
2.6500000000000004,0.7240162235263305
2.7,0.7240816928011202
2.75,0.7241304197410945
2.8000000000000003,0.7241663573437462
2.85,0.7241926168007458
2.9000000000000004,0.7242116165678563
2.95,0.7242252410147103
3.0,0.7242349189464885
3.0500000000000003,0.7242417330614401
3.1,0.7242464735577071
3.1500000000000004,0.7242497582918952
3.2,0.7242520024114062
3.25,0.7242535189626148
3.3000000000000003,0.7242545385020007
3.35,0.7242552171145717
3.4000000000000004,0.7242556614163306
3.45,0.7242559544996683
3.5,0.7242561484687071
3.5500000000000003,0.7242562683607972
3.6,0.7242563402159277
3.6500000000000004,0.7242563924441121
3.7,0.7242564222572947
3.75,0.7242564398457627
3.8000000000000003,0.7242564487914172
3.85,0.7242564556207902
3.9000000000000004,0.7242564598109374
3.95,0.7242564630389657
4.0,0.7242564641288041
4.05,0.7242564641288041
4.1000000000000005,0.7242564646819201
4.15,0.7242564646819201
4.2,0.7242564646819201
4.25,0.7242564646819201
4.3,0.7242564646819201
4.3500000000000005,0.7242564646819201
4.4,0.7242564646819201
4.45,0.7242564646819201
4.5,0.7242564646819201
4.55,0.7242564646819201
4.6000000000000005,0.7242564646819201
4.65,0.7242564646819201
4.7,0.7242564646819201
4.75,0.7242564646819201
4.800000000000001,0.7242564646819201
4.8500000000000005,0.7242564646819201
4.9,0.7242564646819201
4.95,0.7242564646819201
5.0,0.7242564646819201
5.050000000000001,0.7242564646819201
5.1000000000000005,0.7242564646819201
5.15,0.7242564646819201
5.2,0.7242564646819201
5.25,0.7242564646819201
5.300000000000001,0.7242564646819201
5.3500000000000005,0.7242564646819201
5.4,0.7242564646819201
5.45,0.7242564646819201
5.5,0.7242564646819201
5.550000000000001,0.7242564646819201
5.6000000000000005,0.7242564646819201
5.65,0.7242564646819201
5.7,0.7242564646819201
5.75,0.7331440151261377
5.800000000000001,0.7381336672338867
5.8500000000000005,0.7440271078037046
5.9,0.7496017259289685
5.95,0.7637489877007211
6.0,0.7891520655466279
6.050000000000001,0.7963121800028539
6.1000000000000005,0.7972936727558304
6.15,0.8020253818845453
6.2,0.8027058861200587
6.25,0.8033863519813363
6.300000000000001,0.8040665883268091
6.3500000000000005,0.8047464089786629
6.4,0.8054256255747192
6.45,0.8061040492504757
6.5,0.8067814934321151
6.550000000000001,0.8074577710100925
6.6000000000000005,0.808132699218084
6.65,0.8088060919092126
6.7,0.8094777667175521
6.75,0.8101475412685966
6.800000000000001,0.8108152383751134
6.8500000000000005,0.8114806788936362
6.9,0.8121436838478154
6.95,0.812804081608444
7.0,0.813461700008185
7.050000000000001,0.8141163679490726
7.1000000000000005,0.8147679176534494
7.15,0.8154161872476722
7.2,0.8160610105717682
7.25,0.8167022303833762
7.300000000000001,0.8173396885896475
7.3500000000000005,0.8179732316600636
7.4,0.8186027093051713
7.45,0.8192279748714095
7.5,0.819848884596012
7.550000000000001,0.820465295615698
7.6000000000000005,0.8210770734522617
7.65,0.8216840824474454
7.7,0.8222861933278518
7.75,0.8228832800498159
7.800000000000001,0.8234752209880141
7.8500000000000005,0.8240618969824534
7.9,0.824643194184983
7.95,0.8252190022941
8.0,0.8257892137691054
8.05,0.826353726305955
8.1,0.82691244424806
8.15,0.8274652707343259
8.200000000000001,0.828012118963167
8.25,0.828552900804036
8.3,0.829087537512204
8.35,0.8296159517487325
8.4,0.8301380704284984
8.450000000000001,0.8306538258830654
8.5,0.8311631544992844
8.55,0.8316659961097621
8.6,0.8321622966452807
8.65,0.832652004966119
8.700000000000001,0.8331350757083417
8.75,0.8336114634198015
8.8,0.834081133925703
8.85,0.8345440519509024
8.9,0.8350001879711699
8.950000000000001,0.8354495170582286
9.0,0.835892017370736
9.05,0.8363276725225638
9.1,0.8367564701678543
9.15,0.837178398470092
9.200000000000001,0.837593455760418
9.25,0.8380016378313717
9.3,0.8384029489714488
9.35,0.8387973952236794
9.4,0.8391849860956258
9.450000000000001,0.8395657360938418
9.5,0.8399396601802895
9.55,0.840306779540103
