,GA_HospFirst
0.0,0.1244295579821428
0.05,0.12445572009243352
0.1,0.12457107073188758
0.15000000000000002,0.1246916048494278
0.2,0.1248165927136359
0.25,0.12494616509266371
0.30000000000000004,0.12508045419034838
0.35000000000000003,0.12521959350904624
0.4,0.1254106295228636
0.45,0.1256136990678288
0.5,0.12582392008246862
0.55,0.12605187148497585
0.6000000000000001,0.12635397364480422
0.65,0.1266857519222998
0.7000000000000001,0.12704762551897503
0.75,0.12743912193652945
0.8,0.1278485014034324
0.8500000000000001,0.12828443873795548
0.9,0.12873428673796553
0.9500000000000001,0.12919836589645167
1.0,0.129676996406636
1.05,0.1301704976947205
1.1,0.1306860706451098
1.1500000000000001,0.13122343590819896
1.2000000000000002,0.1317808873543329
1.25,0.13235968658005487
1.3,0.13295543411379768
1.35,0.1335684433076223
1.4000000000000001,0.13419902314437648
1.4500000000000002,0.1348474776639576
1.5,0.13551410538161424
1.55,0.1361991986996633
1.6,0.13690304331406755
1.6500000000000001,0.13762591761738452
1.7000000000000002,0.1383680920996604
1.75,0.13912982874889737
1.8,0.13991138045277593
1.85,0.1407129904033598
1.9000000000000001,0.141534891506551
1.9500000000000002,0.14237730579809785
2.0,0.14324044386798468
2.0500000000000003,0.14412450429505508
2.1,0.1450296730937307
2.15,0.14595612317469758
2.2,0.1469040138214263
2.25,0.14787349018438517
2.3000000000000003,0.14886468279478707
2.35,0.14987770709968418
2.4000000000000004,0.15091266302019074
2.45,0.15196963453457182
2.5,0.15304868928788426
2.5500000000000003,0.15414987822979737
2.6,0.1552732352821534
2.6500000000000004,0.1564187770377522
2.7,0.1575865024917613
2.75,0.15877639280706266
2.8000000000000003,0.15998841111474776
2.85,0.16122250235086905
2.9000000000000004,0.16247859313044405
2.95,0.1637565916595904
3.0,0.16505638768654643
3.0500000000000003,0.16637785249220532
3.1,0.1677208389206554
3.1500000000000004,0.169085181450084
3.2,0.1704706963042616
3.25,0.17187718160467835
3.3000000000000003,0.17330441756326245
3.35,0.17475216671546065
3.4000000000000004,0.1762201741933156
3.45,0.1777081680380263
3.5,0.1792158595513321
3.5500000000000003,0.18074294368491528
3.6,0.1822890994668737
3.6500000000000004,0.1838539904641764
3.7,0.18543726527987725
3.75,0.18703855808373054
3.8000000000000003,0.1886574891747244
3.85,0.19029366557392807
3.9000000000000004,0.19194668164593265
3.95,0.19361611974705667
4.0,0.19530155089838847
4.05,0.19700253548164315
4.1000000000000005,0.19871862395572787
4.15,0.20044935759183513
4.2,0.20219426922481545
4.25,0.20395288401852724
4.3,0.20572472024281102
4.3500000000000005,0.20750929005970517
4.4,0.20930610031648633
4.45,0.21111465334311014
4.5,0.21293444775161696
4.55,0.21476497923507643
4.6000000000000005,0.21660574136365784
4.65,0.21845622637544318
4.7,0.22031592595963323
4.75,0.22218433202984453
4.800000000000001,0.2240609374852523
4.8500000000000005,0.2259452369573982
4.9,0.22783672754055842
4.95,0.22973490950364805
5.0,0.2316392869817318
5.050000000000001,0.23354936864530662
5.1000000000000005,0.23546466834563023
5.15,0.23738470573448012
5.2,0.23930900685684486
5.25,0.24123710471517418
5.300000000000001,0.24316853980394035
5.3500000000000005,0.2451028606133944
5.4,0.24703962410153657
5.45,0.24897839613345504
5.5,0.25091875188732576
5.550000000000001,0.252860276226507
5.6000000000000005,0.2548025640372985
5.65,0.25674522053207827
5.7,0.2586878615176627
5.75,0.26063011362887684
5.800000000000001,0.2625716145274525
5.8500000000000005,0.2645120130665008
5.9,0.26645096942093693
5.95,0.26838815518435377
6.0,0.27032325343295893
6.050000000000001,0.2722559587573052
6.1000000000000005,0.27418597726264726
6.15,0.27611302653886155
6.2,0.2780368356009575
6.25,0.2799571448012976
6.300000000000001,0.28187370571472287
6.3500000000000005,0.2837862809978542
6.4,0.28569830952456177
6.45,0.28761752395696016
6.5,0.28953244840347614
6.550000000000001,0.2914428944431879
6.6000000000000005,0.2933486837510015
6.65,0.2952496478284651
6.7,0.2971456277188346
6.75,0.2990364737079667
6.800000000000001,0.30092204501261655
6.8500000000000005,0.3028022094577175
6.9,0.3046768431442078
6.95,0.30654583010895425
7.0,0.3084090619783001
7.050000000000001,0.31026643761673267
7.1000000000000005,0.3121178627721364
7.15,0.31396619566331463
7.2,0.31580937338065174
7.25,0.31764646354767706
7.300000000000001,0.31947739836492495
7.3500000000000005,0.3213021151637476
7.4,0.3231205560574395
7.45,0.3249326675976982
7.5,0.326739080011783
7.550000000000001,0.3285554662671364
7.6000000000000005,0.330366620720213
7.65,0.33217192881716306
7.7,0.3339713733268588
7.75,0.3357649397699497
7.800000000000001,0.3375526161187965
7.8500000000000005,0.33933439250772635
7.9,0.34111026095406405
7.95,0.3428802150903329
8.0,0.3446442499079473
8.05,0.3464023615126639
8.1,0.3481545468919941
8.15,0.3499008036947223
8.200000000000001,0.3516466212600764
8.25,0.3533942355766332
8.3,0.35513643397892636
8.35,0.35691540647006126
8.4,0.358694382826951
8.450000000000001,0.3604701146024947
8.5,0.36224691734519565
8.55,0.36402476489620145
8.6,0.36580916542981623
8.65,0.36759157369784834
8.700000000000001,0.36937141849922134
8.75,0.3711487833803796
8.8,0.3729237512751483
8.85,0.3746964043287249
8.9,0.37646682372530016
8.950000000000001,0.37825128307668837
9.0,0.380039133653594
9.05,0.38183119040496544
9.1,0.38364462454755704
9.15,0.38549538068435485
9.200000000000001,0.3873752908665098
9.25,0.3892665389316641
9.3,0.3911643565281019
9.35,0.3930671619296538
9.4,0.3949736479409742
9.450000000000001,0.39688425489338214
9.5,0.3988005823446581
9.55,0.40072167972679484
9.600000000000001,0.40264746944856344
9.65,0.40457806624145704
9.700000000000001,0.4065136668771969
9.75,0.40845446456275947
9.8,0.41040064855715813
9.850000000000001,0.4123524037815034
9.9,0.4143099104230183
9.950000000000001,0.4162733435337598
10.0,0.4182428726248677
10.05,0.42021866125723883
10.100000000000001,0.4222008666295939
10.15,0.42418963916496466
10.200000000000001,0.4261851220967003
10.25,0.428187532426318
10.3,0.4301970538686106
10.350000000000001,0.4322210090716643
10.4,0.43425710713098853
10.450000000000001,0.4363008256701756
10.5,0.4383522629048011
10.55,0.4404115071134912
10.600000000000001,0.44247863626112394
10.65,0.44456660087626687
10.700000000000001,0.4467105882503471
10.75,0.44886525231082985
10.8,0.4510307127982798
10.850000000000001,0.4532070785639182
10.9,0.4553944471848561
10.950000000000001,0.4575929045919165
11.0,0.45980252471134264
11.05,0.4620236323772484
11.100000000000001,0.46425780281887347
11.15,0.46650338278846937
11.200000000000001,0.46876039855932944
11.25,0.4710288629106216
11.3,0.47330877487386314
11.350000000000001,0.47560011950122677
11.4,0.47790286765667866
11.450000000000001,0.4802169758308853
11.5,0.4825423859807607
11.55,0.48487902539446437
