scenario,substation_id,mean_repair_time_hr,task_threshold_hr,is_repair_task,avg_damage_state,p_ds_ge1,p_ds_ge2,p_ds_ge3,p_ds4
2pc50,300648,25.88691465770367,1.0,True,3.5389999999999997,0.9989999999999999,0.99,0.962,0.588
2pc50,300829,29.97764706744386,1.0,True,3.747,0.998,0.996,0.992,0.761
2pc50,301100,29.396759506235718,1.0,True,3.711,1.0,0.996,0.993,0.722
2pc50,301105,29.655137639571052,1.0,True,3.709,1.0,0.996,0.992,0.721
2pc50,301108,29.87876105530019,1.0,True,3.719,0.997,0.993,0.989,0.74
2pc50,301156,24.371378107360687,1.0,True,3.4459999999999997,0.996,0.985,0.95,0.515
2pc50,301194,32.12607249814937,1.0,True,3.811,1.0,0.9969999999999999,0.9949999999999999,0.819
2pc50,301214,36.03313516494648,1.0,True,3.9589999999999996,1.0,1.0,1.0,0.959
2pc50,301517,24.234464080028665,1.0,True,3.458,0.994,0.982,0.9380000000000001,0.544
2pc50,301541,30.77655773590435,1.0,True,3.7670000000000003,0.997,0.995,0.993,0.782
2pc50,301543,23.352378734096934,1.0,True,3.399,0.994,0.978,0.9299999999999999,0.497
2pc50,301558,30.602652931877376,1.0,True,3.757,0.998,0.996,0.991,0.772
2pc50,301614,22.692446788174188,1.0,True,3.357,0.994,0.9770000000000001,0.922,0.464
2pc50,301636,29.94129737306518,1.0,True,3.726,0.999,0.997,0.989,0.741
2pc50,301637,23.392528907739536,1.0,True,3.386,0.989,0.973,0.9219999999999999,0.502
2pc50,301745,22.70678501576774,1.0,True,3.367,0.992,0.972,0.919,0.484
2pc50,302164,21.34898042272037,1.0,True,3.287,0.9929999999999999,0.9670000000000001,0.9019999999999999,0.425
2pc50,302171,24.079652069618046,1.0,True,3.42,0.992,0.982,0.9299999999999999,0.516
2pc50,302187,25.975563886989796,1.0,True,3.5439999999999996,0.994,0.983,0.975,0.592
2pc50,302297,23.278868609452832,1.0,True,3.4240000000000004,0.997,0.979,0.938,0.51
2pc50,302798,25.797174470329722,1.0,True,3.537,0.998,0.989,0.96,0.59
2pc50,302923,23.685075726068167,1.0,True,3.42,0.993,0.981,0.938,0.508
2pc50,303099,23.494349410035493,1.0,True,3.393,0.993,0.976,0.9219999999999999,0.502
2pc50,303169,26.226216528338046,1.0,True,3.5839999999999996,0.998,0.989,0.981,0.616
2pc50,303303,23.512771372557406,1.0,True,3.3890000000000002,0.997,0.977,0.929,0.486
2pc50,303344,24.04915376063002,1.0,True,3.426,0.998,0.983,0.9359999999999999,0.509
2pc50,303371,32.57281761317926,1.0,True,3.84,1.0,0.997,0.995,0.848
2pc50,303540,22.326765961652075,1.0,True,3.3280000000000003,0.9930000000000001,0.974,0.903,0.458
2pc50,303620,30.0770952201781,1.0,True,3.73,0.998,0.993,0.989,0.75
2pc50,303899,30.54971596707827,1.0,True,3.742,0.996,0.989,0.983,0.774
2pc50,304040,24.919853418096537,1.0,True,3.4880000000000004,0.993,0.9810000000000001,0.9610000000000001,0.553
2pc50,304073,27.24791641693255,1.0,True,3.622,0.998,0.9910000000000001,0.9850000000000001,0.648
2pc50,304137,23.100812522699723,1.0,True,3.386,0.993,0.976,0.933,0.484
2pc50,304450,25.98898154712921,1.0,True,3.5649999999999995,0.997,0.986,0.976,0.606
2pc50,305780,23.63504883612841,1.0,True,3.43,0.995,0.981,0.95,0.504
2pc50,305885,23.298631507879527,1.0,True,3.386,0.993,0.979,0.925,0.489
2pc50,305984,30.887186171038334,1.0,True,3.7640000000000002,1.0,0.998,0.995,0.771
2pc50,306060,30.06343975900724,1.0,True,3.7350000000000003,0.997,0.994,0.988,0.756
2pc50,306091,23.104711449642615,1.0,True,3.403,0.995,0.979,0.938,0.491
2pc50,306224,20.89894949728551,1.0,True,3.229,0.986,0.962,0.892,0.389
2pc50,306279,31.14160617312906,1.0,True,3.8049999999999997,0.9989999999999999,0.9969999999999999,0.9949999999999999,0.814
2pc50,306365,28.524914902321623,1.0,True,3.695,0.9989999999999999,0.9949999999999999,0.992,0.709
2pc50,306369,23.20366754473179,1.0,True,3.388,0.994,0.979,0.9299999999999999,0.485
2pc50,306444,24.30472906921324,1.0,True,3.42,0.995,0.98,0.933,0.512
2pc50,306450,23.313061501102094,1.0,True,3.408,0.993,0.978,0.9299999999999999,0.507
2pc50,306489,34.84616078210589,1.0,True,3.953,1.0,0.999,0.999,0.955
2pc50,306623,22.761199565674513,1.0,True,3.3819999999999997,0.989,0.974,0.935,0.484
2pc50,306694,24.020830816055692,1.0,True,3.439,0.998,0.981,0.9510000000000001,0.509
2pc50,306768,30.54768027939601,1.0,True,3.785,1.0,0.998,0.9950000000000001,0.792
2pc50,306844,28.404006275568594,1.0,True,3.6430000000000002,1.0,0.994,0.9850000000000001,0.664
2pc50,307039,24.999583243711903,1.0,True,3.496,0.998,0.9870000000000001,0.974,0.537
2pc50,307274,20.585431962095555,1.0,True,3.2409999999999997,0.99,0.962,0.898,0.391
2pc50,307373,24.922476870510877,1.0,True,3.478,0.996,0.984,0.9650000000000001,0.533
2pc50,307512,31.424028217542368,1.0,True,3.789,1.0,0.999,0.999,0.791
2pc50,307557,24.554611682554313,1.0,True,3.452,0.997,0.981,0.946,0.528
2pc50,307564,25.596043463857374,1.0,True,3.53,0.996,0.987,0.955,0.592
2pc50,307693,35.69659975494115,1.0,True,3.992,1.0,1.0,1.0,0.992
2pc50,307785,25.381302138714876,1.0,True,3.492,0.996,0.9850000000000001,0.9570000000000001,0.554
2pc50,307832,29.00716935710079,1.0,True,3.711,1.0,0.994,0.993,0.724
2pc50,308206,28.90702613810654,1.0,True,3.671,0.998,0.9929999999999999,0.9889999999999999,0.691
2pc50,308269,31.14330666336606,1.0,True,3.777,0.9990000000000001,0.9950000000000001,0.9910000000000001,0.792
2pc50,308367,26.43133266252675,1.0,True,3.5839999999999996,0.998,0.995,0.988,0.603
2pc50,308471,23.66272852272166,1.0,True,3.404,0.992,0.977,0.933,0.502
2pc50,308494,30.715410294692695,1.0,True,3.77,0.999,0.997,0.994,0.78
2pc50,308540,27.319832856208063,1.0,True,3.6310000000000002,0.9990000000000001,0.9950000000000001,0.988,0.649
2pc50,308581,20.033641586936028,1.0,True,3.241,0.986,0.967,0.902,0.386
2pc50,308786,28.712245009491436,1.0,True,3.683,0.9969999999999999,0.9949999999999999,0.99,0.701
2pc50,308806,22.75116325356659,1.0,True,3.367,0.992,0.977,0.929,0.469
2pc50,308907,26.347540464082062,1.0,True,3.553,0.9969999999999999,0.99,0.959,0.607
2pc50,308991,29.5099481066207,1.0,True,3.735,0.998,0.994,0.991,0.752
2pc50,309042,30.990028551106057,1.0,True,3.7560000000000002,0.996,0.993,0.991,0.776
2pc50,309156,22.1234332678042,1.0,True,3.3390000000000004,0.994,0.974,0.9219999999999999,0.449
2pc50,309553,29.05041360442787,1.0,True,3.7,0.999,0.992,0.991,0.718
2pc50,309569,32.617894874339214,1.0,True,3.855,1.0,1.0,1.0,0.855
2pc50,309663,27.798084082256675,1.0,True,3.6809999999999996,1.0,0.9929999999999999,0.9889999999999999,0.699
2pc50,309703,29.47042293683609,1.0,True,3.714,0.998,0.996,0.989,0.731
2pc50,309758,21.675803519805005,1.0,True,3.3120000000000003,0.994,0.968,0.902,0.448
2pc50,309843,30.283051889472574,1.0,True,3.748,1.0,0.997,0.994,0.757
2pc50,309853,20.658640012587878,1.0,True,3.253,0.991,0.97,0.897,0.395
2pc50,310179,23.106158254074717,1.0,True,3.409,0.999,0.985,0.942,0.483
2pc50,310199,34.630463862645584,1.0,True,3.9589999999999996,1.0,0.999,0.999,0.961
2pc50,310204,29.172265532134457,1.0,True,3.718,0.998,0.996,0.991,0.733
2pc50,310504,24.12500992393643,1.0,True,3.462,0.994,0.9800000000000001,0.9470000000000001,0.541
2pc50,310527,30.55117959005278,1.0,True,3.769,0.999,0.996,0.994,0.78
