tract_id,AUC,T50,T80
6037101110,0.999330502181341,0.0,0.0
6037101122,0.999330502181341,0.0,0.0
6037101220,0.999330502181341,0.0,0.0
6037101221,0.999330502181341,0.0,0.0
6037101222,0.999330502181341,0.0,0.0
6037101300,0.999330502181341,0.0,0.0
6037101400,0.999330502181341,0.0,0.0
6037102103,0.9977153387834069,0.0,2.7
6037102104,0.9977153387834069,0.0,2.7
6037102105,0.9971839249426916,0.0,3.5
6037102107,0.999330502181341,0.0,0.0
6037103101,0.999330502181341,0.0,0.0
6037103102,0.999330502181341,0.0,0.0
6037103201,0.999330502181341,0.0,0.0
6037103202,0.999330502181341,0.0,0.0
6037103300,0.999330502181341,0.0,0.0
6037103401,0.999330502181341,0.0,0.0
6037103402,0.999330502181341,0.0,0.0
6037104103,0.9979998753060548,0.0,1.9500000000000002
6037104105,0.9979998753060548,0.0,1.9500000000000002
6037104108,0.9979998753060548,0.0,1.9500000000000002
6037104201,0.99853128914677,0.0,0.0
6037104203,0.9979998753060548,0.0,1.9500000000000002
6037104204,0.9979998753060548,0.0,1.9500000000000002
6037104310,0.9989664627220639,0.0,0.0
6037104321,0.9989664627220639,0.0,0.0
6037104322,0.9989664627220639,0.0,0.0
6037104401,0.9989664627220639,0.0,0.0
6037104403,0.9989664627220639,0.0,0.0
6037104404,0.9989664627220639,0.0,0.0
6037104500,0.9979998753060548,0.0,1.9500000000000002
6037104610,0.9979998753060548,0.0,1.9500000000000002
6037104620,0.9979998753060548,0.0,1.9500000000000002
6037104701,0.9979998753060548,0.0,1.9500000000000002
6037104703,0.9979998753060548,0.0,1.9500000000000002
6037104704,0.9979998753060548,0.0,1.9500000000000002
6037104821,0.9979998753060548,0.0,1.9500000000000002
6037104822,0.9979998753060548,0.0,1.9500000000000002
6037104823,0.9979998753060548,0.0,1.9500000000000002
6037104824,0.9979998753060548,0.0,1.9500000000000002
6037106010,0.99853128914677,0.0,0.0
6037106020,0.99853128914677,0.0,0.0
6037106111,0.99853128914677,0.0,0.0
6037106112,0.99853128914677,0.0,0.0
6037106113,0.99853128914677,0.0,0.0
