time_hr,Northridge_S3_Mean_Pop,Northridge_S3_Mean_SVI,Northridge_S4_centrality-first_Pop,Northridge_S4_impact-first_Pop,Northridge_S4_betweenness-first_Pop,Northridge_S4_degree-first_Pop,Northridge_S4_closeness-first_Pop,Northridge_S4_hospital-first_Pop,Northridge_S4_random_Pop,Northridge_S4_centrality-first_SVI,Northridge_S4_impact-first_SVI,Northridge_S4_betweenness-first_SVI,Northridge_S4_degree-first_SVI,Northridge_S4_closeness-first_SVI,Northridge_S4_hospital-first_SVI,Northridge_S4_random_SVI,Northridge_GA_Balanced_Pop,Northridge_GA_HospFirst_Pop,Northridge_GA_Efficiency_Pop,Northridge_GA_Balanced_SVI,Northridge_GA_HospFirst_SVI,Northridge_GA_Efficiency_SVI,SanFernando_S3_Mean_Pop,SanFernando_S3_Mean_SVI,SanFernando_S4_centrality-first_Pop,SanFernando_S4_impact-first_Pop,SanFernando_S4_betweenness-first_Pop,SanFernando_S4_degree-first_Pop,SanFernando_S4_closeness-first_Pop,SanFernando_S4_hospital-first_Pop,SanFernando_S4_random_Pop,SanFernando_S4_centrality-first_SVI,SanFernando_S4_impact-first_SVI,SanFernando_S4_betweenness-first_SVI,SanFernando_S4_degree-first_SVI,SanFernando_S4_closeness-first_SVI,SanFernando_S4_hospital-first_SVI,SanFernando_S4_random_SVI,SanFernando_GA_Balanced_Pop,SanFernando_GA_HospFirst_Pop,SanFernando_GA_Efficiency_Pop,SanFernando_GA_Balanced_SVI,SanFernando_GA_HospFirst_SVI,SanFernando_GA_Efficiency_SVI,LongBeach_S3_Mean_Pop,LongBeach_S3_Mean_SVI,LongBeach_S4_centrality-first_Pop,LongBeach_S4_impact-first_Pop,LongBeach_S4_betweenness-first_Pop,LongBeach_S4_degree-first_Pop,LongBeach_S4_closeness-first_Pop,LongBeach_S4_hospital-first_Pop,LongBeach_S4_random_Pop,LongBeach_S4_centrality-first_SVI,LongBeach_S4_impact-first_SVI,LongBeach_S4_betweenness-first_SVI,LongBeach_S4_degree-first_SVI,LongBeach_S4_closeness-first_SVI,LongBeach_S4_hospital-first_SVI,LongBeach_S4_random_SVI,LongBeach_GA_Balanced_Pop,LongBeach_GA_HospFirst_Pop,LongBeach_GA_Efficiency_Pop,LongBeach_GA_Balanced_SVI,LongBeach_GA_HospFirst_SVI,LongBeach_GA_Efficiency_SVI,2pc50_S3_Mean_Pop,2pc50_S3_Mean_SVI,2pc50_S4_centrality-first_Pop,2pc50_S4_impact-first_Pop,2pc50_S4_betweenness-first_Pop,2pc50_S4_degree-first_Pop,2pc50_S4_closeness-first_Pop,2pc50_S4_hospital-first_Pop,2pc50_S4_random_Pop,2pc50_S4_centrality-first_SVI,2pc50_S4_impact-first_SVI,2pc50_S4_betweenness-first_SVI,2pc50_S4_degree-first_SVI,2pc50_S4_closeness-first_SVI,2pc50_S4_hospital-first_SVI,2pc50_S4_random_SVI,2pc50_GA_Balanced_Pop,2pc50_GA_HospFirst_Pop,2pc50_GA_Efficiency_Pop,2pc50_GA_Balanced_SVI,2pc50_GA_HospFirst_SVI,2pc50_GA_Efficiency_SVI
0.0,0.3648485267899578,0.37223946745452496,0.3648485267899578,0.3648485267899578,0.3648485267899578,0.3648485267899578,0.3648485267899578,0.3648485267899578,0.3648485267899578,0.37223946745452496,0.37223946745452496,0.37223946745452496,0.37223946745452496,0.37223946745452496,0.37223946745452496,0.37223946745452496,0.3648485267899578,0.3648485267899578,0.3648485267899578,0.37223946745452496,0.37223946745452496,0.37223946745452496,0.5705569074048629,0.5732571702627214,0.5705569074048629,0.5705569074048629,0.5705569074048629,0.5705569074048629,0.5705569074048629,0.5705569074048629,0.5705569074048629,0.5732571702627214,0.5732571702627214,0.5732571702627214,0.5732571702627214,0.5732571702627214,0.5732571702627214,0.5732571702627214,0.5705569074048629,0.5705569074048629,0.5705569074048629,0.5732571702627214,0.5732571702627214,0.5732571702627214,0.5386042280562674,0.5264269845321845,0.5386042280562674,0.5386042280562674,0.5386042280562674,0.5386042280562674,0.5386042280562674,0.5386042280562674,0.5386042280562674,0.5264269845321845,0.5264269845321845,0.5264269845321845,0.5264269845321845,0.5264269845321845,0.5264269845321845,0.5264269845321845,0.5386042280562674,0.5386042280562674,0.5386042280562674,0.5264269845321845,0.5264269845321845,0.5264269845321845,0.000626694114389449,0.0006033614976597349,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349
0.05,0.36569962595403005,0.37312052365833875,0.3650531958449534,0.36504643988316166,0.36504643988316166,0.36504643988316166,0.36504643988316166,0.3650465078803267,0.36504503767141827,0.37243855436587714,0.3724304143039796,0.3724304143039796,0.3724304143039796,0.3724304143039796,0.37243049699429814,0.3724286333350983,0.36505391975994755,0.3650531958449534,0.36505459805669677,0.3724399109269795,0.37243855436587714,0.3724403353347585,0.5714952898904844,0.5742143799514403,0.5709792510627059,0.5709818762561203,0.5709818762561203,0.5709818762561203,0.5709959377132934,0.5709820613371612,0.5709820613371612,0.5736809173203832,0.573684251615507,0.573684251615507,0.573684251615507,0.5737021012704808,0.5736844766897465,0.5736844766897465,0.5709820613371612,0.5709959377132934,0.5709820613371612,0.5736844766897465,0.5737021012704808,0.5736844766897465,0.5394556288106831,0.5272774995833673,0.5390278114352313,0.5390305866233858,0.5390304260857001,0.5390470724484888,0.5390304260857001,0.5390305866233858,0.539027971972917,0.5268284482022317,0.5268319643340502,0.526831769106612,0.5268518712275617,0.526831769106612,0.5268319643340502,0.5268286434296701,0.5390305866233858,0.5390444072710997,0.5390305866233858,0.5268319643340502,0.5268495181333358,0.5268319643340502,0.000628709805362437,0.0006052975661735291,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349
0.1,0.3667286557780597,0.3741857733362178,0.3653020165961747,0.36531177066174303,0.36530691757121847,0.36530691757121847,0.36530691757121847,0.36531651520386615,0.36528324361289877,0.37268092062786584,0.3726926737133824,0.3726881928105313,0.3726881928105313,0.3726881928105313,0.3726998643456478,0.3726581684350545,0.36532999059061055,0.3653036054115919,0.36532865060581904,0.37271554566323495,0.3726827779945433,0.37271428775170845,0.572629850473803,0.5753717037500317,0.5715010667053013,0.5715353585006582,0.5715534484025251,0.5715353585006582,0.5715793353257825,0.5715614822344921,0.5715614822344921,0.5742074487913238,0.5742510032835078,0.574273002138084,0.5742510032835078,0.5743055218032642,0.5742827719589727,0.5742827719589727,0.5715625117985532,0.5715793353257825,0.5715625117985532,0.5742841540044193,0.5743055218032642,0.5742841540044193,0.5404850232754861,0.5283058231799577,0.5395401650737404,0.5396079103990409,0.5395854511487472,0.5395859332274875,0.5395852351650696,0.5396079103990409,0.5395626085896276,0.5273139872134208,0.5273989315425214,0.5273715056950108,0.5273696451692194,0.5273713602868029,0.5273989315425214,0.5273413976780619,0.5396078946646343,0.5396246506274971,0.5396088764430217,0.527398916159652,0.5274201981440436,0.5274002340595293,0.0006311468963793141,0.0006076383888721753,0.000626694114389449,0.000626694114389449,0.0006267229035853891,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.0006033614976597349,0.0006033614976597349,0.000603397560896378,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349
0.15000000000000002,0.3679604437959947,0.37546091790314734,0.36562555595858626,0.3656407155684808,0.3656374511492,0.365656780720245,0.36563766244044915,0.3656761901997222,0.36558656751178004,0.37300308699163454,0.373018721964968,0.3730184066909611,0.3730462107124104,0.37302148006761215,0.3730615805394968,0.3729572640953797,0.3656891206452361,0.3656353289208524,0.3657693014629001,0.3730804129749281,0.3730122929178483,0.3731699026920421,0.573987962842869,0.5767570645575473,0.5721692078340048,0.5721983784471423,0.5722586463237169,0.5722108428237791,0.5722961581921844,0.5722680812173415,0.5722558612809808,0.5748892003595145,0.5749300370406389,0.5750001887378584,0.5749420556285078,0.5750478620809581,0.5750116750794174,0.5749999410407576,0.5722637457303794,0.5722961581921844,0.5722853587638812,0.575010481231378,0.5750478620809581,0.5750312348722465,0.5417172477823597,0.5295367658166626,0.5401608998727718,0.5403038029177133,0.540257743895042,0.5402569226312084,0.5402638786587602,0.5403222855353534,0.540202857541569,0.5279029073045455,0.5280840006890725,0.5280259102610001,0.5280218878464356,0.5280366978437305,0.5281086858448539,0.5279555106164022,0.5403281353245377,0.5403415642465388,0.5403266555175771,0.5281164142835313,0.5281330935129658,0.5281115655776883,0.0006340641874462043,0.0006104404430837925,0.000626694114389449,0.000626694114389449,0.0006267686102556044,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.000626694114389449,0.0006033614976597349,0.0006033614976597349,0.0006034548160718119,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.0006033614976597349,0.000626694114389449,0.0006267055336790777,0.000626694114389449,0.0006033614976597349,0.0006033744007462706,0.0006033614976597349
0.2,0.3694202994684785,0.37697215766369496,0.36604960669348896,0.3660451537512376,0.3660693577943302,0.36612139237705665,0.3660600911213904,0.36614966261836557,0.3659871280412843,0.3734345926226533,0.3734230238751613,0.37345739349910745,0.3735344476940862,0.37345084744557044,0.37354470661087125,0.3733600861466626,0.3661682232399769,0.36606717294449365,0.36634756232021737,0.3735781736169481,0.3734480487673142,0.37377568820716794,0.5755975320357692,0.5783989272837972,0.5729774709067524,0.5730008246308452,0.5731352582588849,0.5730548474651288,0.5731864370748775,0.5731319025660453,0.5730993302291184,0.575713307823509,0.5757518459525554,0.5759061092685185,0.5758077714203809,0.5759716079426263,0.5759026185478577,0.5758709986439772,0.5731630966221575,0.5731951913291589,0.5731837087493545,0.5759447490318915,0.5759814637523413,0.575962938190017,0.5431776207604543,0.5309956195841384,0.5409302943538343,0.5411588400672627,0.5410746730905014,0.5410805726767152,0.5410859350420392,0.5412119802422551,0.5409723912908241,0.5286378844175363,0.5289289058946436,0.5288268833448788,0.5288275451167094,0.5288456895806248,0.5289998581936342,0.528695905698425,0.5412211958608436,0.5412444922873092,0.5412427619764728,0.5290139308204604,0.5290367632315258,0.5290243134807108,0.0006375216199348124,0.00061376130241663,0.000626694114389449,0.0006266965867942082,0.0006268260659915235,0.0006266967185606768,0.000626694114389449,0.000626694114389449,0.0006267193383718275,0.0006033614976597349,0.0006033642913232287,0.0006035255783610317,0.0006033635492784023,0.0006033614976597349,0.0006033614976597349,0.0006033899991898643,0.0006267294954884383,0.0006267770885962677,0.0006266967185606768,0.0006034014760994485,0.0006034543624163329,0.0006033635492784023
0.25,0.3711331998929164,0.37874534886064737,0.36658735935811504,0.36657624358476515,0.36661808595591294,0.36674465762239716,0.36665373236239995,0.36678070276711383,0.36652759462988027,0.3739834815570443,0.37396509209373463,0.37402056420956253,0.3742040045472948,0.3740596407268902,0.3741958457778861,0.37391016870830757,0.36678680406203257,0.3666834196171796,0.36712150213979644,0.3742168611654372,0.37409180826896676,0.374603746961663,0.5774860966422903,0.5803253830380685,0.5739409719030937,0.5740212546816574,0.5741987435386379,0.5741170989637783,0.5742819792072238,0.5742387984085795,0.5741212452147769,0.5766940596878087,0.5768061981444089,0.5770037383245484,0.5768968895397429,0.5771058511906941,0.5770527578372905,0.5769226717650291,0.5743463821593332,0.5743526756001445,0.5743662126113331,0.5771899188165811,0.5771932487535681,0.5772049884013841,0.5448911281579079,0.5327073444379051,0.5418718836713958,0.5422090098279746,0.5420613190687555,0.5421023781050127,0.5420819422337747,0.5422943700459362,0.5418956890841101,0.5295430483637995,0.5299758243120551,0.5298003997701357,0.5298364213558587,0.5298307406702576,0.5300880146986129,0.5295881718773077,0.5423130010674093,0.542354512645226,0.5423895778711366,0.5301167682173118,0.5301549720001241,0.530177926103782,0.0006415783480681673,0.0006176577844236755,0.000626694114389449,0.0006267636235041331,0.0006268990913528092,0.0006267109199466101,0.000626694114389449,0.000626694114389449,0.0006267912121131223,0.0006033614976597349,0.0006034400386330321,0.0006036134045645034,0.0006033716529413421,0.0006033614976597349,0.0006033614976597349,0.0006034712120440556,0.000626827089221599,0.0006269288236086696,0.0006267045709719276,0.0006034965851522807,0.0006035914110994558,0.0006033697355665135
0.30000000000000004,0.3731230752225109,0.38080526394218367,0.36730641481418425,0.3673535851047291,0.36736987515809943,0.3675424905388266,0.36745516789886923,0.36758816445872644,0.3672121573213896,0.3747106512613912,0.3747666869859453,0.3747896099879185,0.37506448546676857,0.374895974854322,0.3750346069144086,0.37461235098987095,0.36764428758218703,0.367510910291835,0.3681026146651584,0.3751152951335513,0.3749624531386801,0.37565100976042126,0.5796800409400701,0.5825633454580017,0.5751367908915543,0.5753562625612371,0.5755399592005466,0.575492891992813,0.5756883929296632,0.5756311888273686,0.5753916579402985,0.5778982279242546,0.5781861406015374,0.5783743847586958,0.5782941718638024,0.5785482945377824,0.5784997975623655,0.5782193280029091,0.5758257895808822,0.5758408010674089,0.5758830483092299,0.5787413273048009,0.5787499016897436,0.5787859422860716,0.5468817086076678,0.5346958541078011,0.5430138780184578,0.5434830164400198,0.5432580738670942,0.54333270671639,0.5432905318862724,0.5435926811263188,0.542991872162071,0.5306446605508317,0.5312465516863225,0.530984077887439,0.5310594821411758,0.5310375184130255,0.5313927451639682,0.530644044680086,0.5436317204342522,0.5437016072128552,0.5437597807887254,0.5314551316844164,0.531516563903899,0.5315610882218742,0.0006462910465509662,0.0006221843250838381,0.0006267598975746296,0.0006269897149159319,0.0006269852155383732,0.0006267505131075422,0.0006267555963585916,0.0006266966871639836,0.0006268777618620796,0.0006034374161052477,0.0006036811260500159,0.0006037168928629181,0.0006034072382089609,0.0006034330094092709,0.0006033641711891228,0.0006035690078734603,0.0006270142574827796,0.0006273867621740343,0.000626923166875238,0.0006036777651263366,0.0006039713446269458,0.0006035664906507449
0.35000000000000003,0.3754116952494112,0.38317443895491143,0.3682143392866419,0.3683628530965193,0.3683155303705926,0.36852280518222513,0.3684908354244024,0.36861850823432696,0.368083852477289,0.37562645228201264,0.3758147761224755,0.3757690010358738,0.37612572085312457,0.3759807403280402,0.37610343568950544,0.37550583192469744,0.368776506007823,0.368604772162201,0.369344678175237,0.3763134967072523,0.3761163973449672,0.37697300661782474,0.5822033672927953,0.5851372984778398,0.5765624833527303,0.5769915215094079,0.5771837109297002,0.5771749016149146,0.5773985915910201,0.5773391219495224,0.5769611158974902,0.5793282855012669,0.5798657298468839,0.5800421521668179,0.579992660138286,0.580293151117368,0.5802702493532147,0.5798112399155457,0.5776484797102166,0.5776648947230374,0.5777222670114046,0.5806343774651536,0.5806427340251938,0.5806951624462868,0.5491711396160943,0.5369829034452771,0.5443672710908962,0.5449919402393529,0.5446777779352904,0.5447778366053548,0.5447299198574529,0.5451254151287217,0.5443346789571792,0.5319407450226057,0.5327459506567763,0.5323849691377246,0.532494745095738,0.532475010954711,0.532936560477516,0.5319387688703909,0.5452049667947652,0.5453143363766637,0.5453732428197979,0.533046569479507,0.5331413388489132,0.5331861419725483,0.0006517112736215113,0.0006273904460168209,0.0006271268905099312,0.0006274924078042752,0.0006272990119975173,0.0006269100436347545,0.0006271591496828031,0.0006269491781745772,0.0006269809497004173,0.0006038414194752985,0.0006042120167009943,0.0006039670997097912,0.0006035891380134731,0.0006038849563581621,0.0006036265502386349,0.0006036856037082988,0.0006275521280434772,0.0006282842362654035,0.0006276698487441392,0.0006042218096267313,0.0006047793717585605,0.0006042711575823597
0.4,0.378017772023969,0.38587224457705926,0.369315924366178,0.36955361031534206,0.369465520891056,0.369706793009818,0.36976820880034916,0.3698506520094682,0.3691482729218885,0.3767359757321306,0.3770521453616952,0.37696257292925495,0.3773996491713569,0.3773133756196021,0.37737561445318163,0.3765886386861784,0.3701486358317268,0.36993362173455746,0.3708289649950318,0.37775848552369207,0.3775091329611171,0.37854411418148715,0.5850767067397865,0.5880682870670145,0.5782389995399997,0.5789125606152896,0.579094230423719,0.5791550279013835,0.5793763657692108,0.5793312590523264,0.5787789952579327,0.5810086020178896,0.5818386244005253,0.5819737495200257,0.5819901489730054,0.5823090388917149,0.5823285387160695,0.581652697121513,0.579781048959982,0.5797987313894867,0.5798635103121472,0.5828411647749782,0.5828488936208615,0.5829119696908157,0.5517781398642277,0.5395871916585269,0.5459661671497074,0.5467573893899385,0.5463937316734496,0.5464634102059105,0.5464505363391903,0.5469236653760048,0.5459407618026524,0.5334733303717649,0.5344934775363542,0.5340768169984328,0.5341650270939243,0.5341928930100011,0.5347365372749513,0.5334869437478844,0.5470507124137847,0.5472051940715768,0.5472887737002485,0.5349113438877755,0.5350405466947613,0.5351056586326464,0.0006578833457502808,0.0006333187131339103,0.0006276065089077563,0.0006281045872133648,0.0006276919720720596,0.0006271560666949367,0.0006276492105894264,0.0006272629876884389,0.000627357286728407,0.0006043660926289043,0.0006048602911678288,0.000604272260287282,0.0006038697639340492,0.0006044341430962624,0.0006039528299734632,0.0006040746075222015,0.0006282022152603185,0.0006299794032674675,0.0006291684717625493,0.0006048796890809904,0.0006063510421341503,0.0006057153509590068
0.45,0.38095581320156346,0.388913699105336,0.37063411855701933,0.37097021348098114,0.37081607505760983,0.37112329621807066,0.3712881448144739,0.3713020500480899,0.3704110477620747,0.37806370489775665,0.378514326073428,0.3783609716419212,0.37890959951812564,0.37889643299412257,0.37886692388393817,0.37786370559448285,0.37177351625870464,0.371527533090924,0.3725624509652131,0.3794621728198751,0.37918034373288484,0.38037619193736577,0.5883160547493625,0.591372627618346,0.5801832145908075,0.5811443023761509,0.5812829633468649,0.5814325473209221,0.5816496737155896,0.5816526935625659,0.5808762801372293,0.5829518280761609,0.5841258091934379,0.5841842544807923,0.584286587499822,0.5846199730915197,0.5847185108446915,0.5837711185121965,0.5822410987206709,0.5822598496632418,0.5823291287514276,0.5853821042871433,0.5853887206345736,0.5854592516428542,0.5547172221482922,0.5425232164462656,0.5478636069906511,0.5488022161956283,0.5484001055253458,0.5484753921786841,0.5484621305475942,0.5490175234487022,0.5478077044182037,0.5353054272764537,0.5365126159027571,0.5360494116102539,0.5361640318879679,0.5361981851946438,0.5368283361106669,0.5352866109668404,0.5492065289243329,0.5493987886934908,0.5495069181544032,0.5370835954151354,0.5372387316222755,0.537328447897422,0.0006648416219769986,0.0006400021282473199,0.0006282606741588961,0.0006288762047218054,0.0006281590972100016,0.0006274820268401657,0.0006282650122908848,0.0006276406540039008,0.0006283626763689574,0.00060509452259521,0.000605662966424673,0.0006046307053511246,0.0006042217788505218,0.0006051051066499845,0.0006043455465137811,0.0006050896740297416,0.00062898036074048,0.000632097316595731,0.0006309658917034718,0.0006056675639344942,0.0006083159434849363,0.0006074479778542275
