tract_id,scenario,peak_outage_prob
6037101110,SanFernando,0.05700000000000001
6037101122,SanFernando,0.032
6037101220,SanFernando,0.026000000000000002
6037101221,SanFernando,0.05700000000000001
6037101222,SanFernando,0.051000000000000004
6037101300,SanFernando,0.0
6037101400,SanFernando,0.009000000000000001
6037102103,SanFernando,0.246
6037102104,SanFernando,0.187
6037102105,SanFernando,0.097
6037102107,SanFernando,0.28400000000000003
6037103101,SanFernando,0.097
6037103102,SanFernando,0.108
6037103201,SanFernando,0.15100000000000002
6037103202,SanFernando,0.251
6037103300,SanFernando,0.34700000000000003
6037103401,SanFernando,0.14700000000000002
6037103402,SanFernando,0.116
6037104103,SanFernando,0.325
6037104105,SanFernando,0.34700000000000003
6037104108,SanFernando,0.349
6037104201,SanFernando,0.773
6037104203,SanFernando,0.322
6037104204,SanFernando,0.275
6037104310,SanFernando,0.495
6037104321,SanFernando,0.495
6037104322,SanFernando,0.495
6037104401,SanFernando,0.495
6037104403,SanFernando,0.495
6037104404,SanFernando,0.495
6037104500,SanFernando,0.348
6037104610,SanFernando,0.347
6037104620,SanFernando,0.348
6037104701,SanFernando,0.35
6037104703,SanFernando,0.34199999999999997
6037104704,SanFernando,0.345
6037104821,SanFernando,0.34199999999999997
6037104822,SanFernando,0.345
6037104823,SanFernando,0.34199999999999997
6037104824,SanFernando,0.34199999999999997
6037106010,SanFernando,0.728
6037106020,SanFernando,0.754
6037106111,SanFernando,0.773
6037106112,SanFernando,0.772
6037106113,SanFernando,0.751
6037106114,SanFernando,0.742
6037106403,SanFernando,0.713
6037106405,SanFernando,0.713
6037106406,SanFernando,0.716
6037106407,SanFernando,0.713
6037106408,SanFernando,0.713
6037106510,SanFernando,0.788
6037106520,SanFernando,0.713
6037106603,SanFernando,0.6859999999999999
6037106604,SanFernando,0.768
6037106641,SanFernando,0.5790000000000001
6037106642,SanFernando,0.692
6037106643,SanFernando,0.712
6037106645,SanFernando,0.659
6037106646,SanFernando,0.502
6037106648,SanFernando,0.713
6037106649,SanFernando,0.495
6037107010,SanFernando,0.713
6037107020,SanFernando,0.713
6037108101,SanFernando,0.31800000000000006
6037108102,SanFernando,0.31800000000000006
6037108103,SanFernando,0.31800000000000006
6037108104,SanFernando,0.31800000000000006
6037108202,SanFernando,0.31800000000000006
6037108203,SanFernando,0.31800000000000006
6037108204,SanFernando,0.31800000000000006
6037109100,SanFernando,0.495
6037109200,SanFernando,0.502
6037109300,SanFernando,0.502
6037109400,SanFernando,0.495
6037109601,SanFernando,0.495
6037109603,SanFernando,0.495
6037109604,SanFernando,0.495
6037109700,SanFernando,0.554
6037109800,SanFernando,0.5850000000000001
6037111100,SanFernando,0.546
6037111201,SanFernando,0.5850000000000001
6037111202,SanFernando,0.6060000000000001
6037111204,SanFernando,0.31800000000000006
6037111205,SanFernando,0.31800000000000006
6037111206,SanFernando,0.31800000000000006
6037111302,SanFernando,0.217
6037111303,SanFernando,0.614
6037111304,SanFernando,0.31800000000000006
6037111401,SanFernando,0.603
6037111402,SanFernando,0.5740000000000001
6037113101,SanFernando,0.31800000000000006
6037113102,SanFernando,0.31800000000000006
6037113211,SanFernando,0.31800000000000006
6037113212,SanFernando,0.31800000000000006
6037113213,SanFernando,0.31800000000000006
6037113231,SanFernando,0.053000000000000005
6037113232,SanFernando,0.096
6037113234,SanFernando,0.096
6037113237,SanFernando,0.31800000000000006
6037113238,SanFernando,0.096
6037113239,SanFernando,0.096
6037113301,SanFernando,0.215
6037113303,SanFernando,0.217
6037113322,SanFernando,0.31800000000000006
6037113323,SanFernando,0.31800000000000006
6037113324,SanFernando,0.31800000000000006
6037113423,SanFernando,0.215
6037113424,SanFernando,0.215
6037113425,SanFernando,0.21400000000000002
6037113426,SanFernando,0.217
6037113427,SanFernando,0.096
6037113428,SanFernando,0.217
6037115101,SanFernando,0.217
6037115103,SanFernando,0.215
6037115104,SanFernando,0.215
6037115202,SanFernando,0.215
6037115203,SanFernando,0.215
6037115204,SanFernando,0.215
6037115301,SanFernando,0.215
6037115302,SanFernando,0.215
6037115401,SanFernando,0.215
6037115403,SanFernando,0.215
6037115404,SanFernando,0.215
6037117101,SanFernando,0.495
6037117102,SanFernando,0.495
6037117201,SanFernando,0.495
6037117202,SanFernando,0.495
6037117301,SanFernando,0.613
6037117302,SanFernando,0.217
6037117303,SanFernando,0.21300000000000002
6037117404,SanFernando,0.488
6037117405,SanFernando,0.495
6037117407,SanFernando,0.493
6037117408,SanFernando,0.485
6037117510,SanFernando,0.495
6037117520,SanFernando,0.494
6037117530,SanFernando,0.487
6037119001,SanFernando,0.345
6037119003,SanFernando,0.495
6037119004,SanFernando,0.345
6037119201,SanFernando,0.495
6037119202,SanFernando,0.495
6037119310,SanFernando,0.495
6037119320,SanFernando,0.495
6037119340,SanFernando,0.495
6037119341,SanFernando,0.495
6037119342,SanFernando,0.495
6037119400,SanFernando,0.339
6037119700,SanFernando,0.23
6037119801,SanFernando,0.348
6037119802,SanFernando,0.35
6037119900,SanFernando,0.298
6037120010,SanFernando,0.454
6037120020,SanFernando,0.02
6037120030,SanFernando,0.032
6037120103,SanFernando,0.494
6037120104,SanFernando,0.484
6037120105,SanFernando,0.494
6037120106,SanFernando,0.483
6037120107,SanFernando,0.489
6037120108,SanFernando,0.495
6037120300,SanFernando,0.14400000000000002
6037120400,SanFernando,0.187
6037121010,SanFernando,0.256
6037121020,SanFernando,0.256
6037121101,SanFernando,0.256
6037121102,SanFernando,0.34199999999999997
6037121210,SanFernando,0.34199999999999997
6037121221,SanFernando,0.256
6037121222,SanFernando,0.256
6037121600,SanFernando,0.256
6037121801,SanFernando,0.256
6037121802,SanFernando,0.256
6037121900,SanFernando,0.256
6037122000,SanFernando,0.253
6037122120,SanFernando,0.256
6037122121,SanFernando,0.256
6037122122,SanFernando,0.256
6037122200,SanFernando,0.255
6037122410,SanFernando,0.155
6037122420,SanFernando,0.154
6037123010,SanFernando,0.154
6037123020,SanFernando,0.155
6037123103,SanFernando,0.154
6037123104,SanFernando,0.16499999999999998
6037123203,SanFernando,0.154
6037123204,SanFernando,0.154
6037123205,SanFernando,0.154
6037123206,SanFernando,0.154
6037123301,SanFernando,0.155
6037123303,SanFernando,0.123
6037123304,SanFernando,0.14500000000000002
6037123410,SanFernando,0.095
6037123420,SanFernando,0.095
6037123510,SanFernando,0.095
6037123520,SanFernando,0.095
6037123601,SanFernando,0.095
6037123602,SanFernando,0.095
6037123700,SanFernando,0.095
6037123800,SanFernando,0.095
6037123901,SanFernando,0.154
6037123902,SanFernando,0.155
6037124000,SanFernando,0.095
6037124102,SanFernando,0.154
6037124103,SanFernando,0.154
6037124104,SanFernando,0.154
6037124105,SanFernando,0.154
6037124201,SanFernando,0.154
6037124203,SanFernando,0.16499999999999998
6037124204,SanFernando,0.16499999999999998
6037124300,SanFernando,0.16499999999999998
6037124400,SanFernando,0.095
6037124500,SanFernando,0.095
6037124600,SanFernando,0.095
6037124700,SanFernando,0.095
6037124902,SanFernando,0.095
6037124903,SanFernando,0.095
6037125101,SanFernando,0.13
6037125102,SanFernando,0.095
6037125200,SanFernando,0.14700000000000002
6037125310,SanFernando,0.16499999999999998
6037125321,SanFernando,0.16499999999999998
6037125322,SanFernando,0.16499999999999998
6037125402,SanFernando,0.14
6037125403,SanFernando,0.16499999999999998
6037125404,SanFernando,0.16499999999999998
6037125501,SanFernando,0.16499999999999998
6037125502,SanFernando,0.16399999999999998
6037125600,SanFernando,0.16499999999999998
6037127102,SanFernando,0.079
6037127103,SanFernando,0.095
6037127104,SanFernando,0.095
6037127210,SanFernando,0.034
6037127220,SanFernando,0.068
6037127300,SanFernando,0.02
6037127400,SanFernando,0.17300000000000001
6037127520,SanFernando,0.453
6037127603,SanFernando,0.02
6037127604,SanFernando,0.018000000000000002
6037127605,SanFernando,0.048
6037127606,SanFernando,0.033
6037127711,SanFernando,0.069
6037127712,SanFernando,0.048
6037127803,SanFernando,0.094
6037127804,SanFernando,0.07
6037127805,SanFernando,0.095
6037127806,SanFernando,0.095
6037127910,SanFernando,0.095
6037127920,SanFernando,0.095
6037128101,SanFernando,0.095
6037128102,SanFernando,0.095
6037128210,SanFernando,0.095
6037128220,SanFernando,0.095
6037128302,SanFernando,0.095
6037128303,SanFernando,0.095
6037128400,SanFernando,0.095
6037128500,SanFernando,0.095
6037128601,SanFernando,0.095
6037128602,SanFernando,0.095
6037128703,SanFernando,0.095
6037128704,SanFernando,0.095
6037128801,SanFernando,0.095
6037128802,SanFernando,0.095
6037128910,SanFernando,0.095
6037131021,SanFernando,0.215
6037131022,SanFernando,0.215
6037131023,SanFernando,0.215
6037131024,SanFernando,0.09500000000000001
6037131100,SanFernando,0.217
6037131200,SanFernando,0.217
6037131300,SanFernando,0.215
6037131400,SanFernando,0.215
6037131600,SanFernando,0.215
6037131701,SanFernando,0.216
6037131702,SanFernando,0.215
6037131801,SanFernando,0.215
6037131802,SanFernando,0.217
6037131900,SanFernando,0.217
6037132001,SanFernando,0.09500000000000001
6037132002,SanFernando,0.09400000000000001
6037132101,SanFernando,0.064
6037132102,SanFernando,0.059000000000000004
6037132301,SanFernando,0.09500000000000001
6037132302,SanFernando,0.09500000000000001
6037132501,SanFernando,0.09500000000000001
6037132502,SanFernando,0.09500000000000001
6037132700,SanFernando,0.09500000000000001
6037132900,SanFernando,0.09500000000000001
6037133000,SanFernando,0.09500000000000001
