tract_id,scenario,supply
6037101110,LongBeach,0.8495
6037101122,LongBeach,0.8495
6037101220,LongBeach,0.944
6037101221,LongBeach,0.8495
6037101222,LongBeach,0.8495
6037101300,LongBeach,0.944
6037101400,LongBeach,0.8495
6037102103,LongBeach,0.8495
6037102104,LongBeach,0.7805
6037102105,LongBeach,0.7805
6037102107,LongBeach,0.8495
6037103101,LongBeach,0.8495
6037103102,LongBeach,0.8495
6037103201,LongBeach,0.8495
6037103202,LongBeach,0.8495
6037103300,LongBeach,0.8495
6037103401,LongBeach,0.8495
6037103402,LongBeach,0.8495
6037104103,LongBeach,0.8495
6037104105,LongBeach,0.8495
6037104108,LongBeach,0.8495
6037104124,LongBeach,0.8495
6037104201,LongBeach,0.9369999999999999
6037104203,LongBeach,0.8495
6037104204,LongBeach,0.8495
6037104310,LongBeach,0.9369999999999999
6037104321,LongBeach,0.9369999999999999
6037104322,LongBeach,0.9369999999999999
6037104401,LongBeach,0.9369999999999999
6037104403,LongBeach,0.9369999999999999
6037104404,LongBeach,0.9369999999999999
6037104500,LongBeach,0.8495
6037104610,LongBeach,0.8495
6037104620,LongBeach,0.8495
6037104701,LongBeach,0.8495
6037104703,LongBeach,0.8495
6037104704,LongBeach,0.8495
6037104821,LongBeach,0.8495
6037104822,LongBeach,0.8495
6037104823,LongBeach,0.8495
6037104824,LongBeach,0.8495
6037106010,LongBeach,0.8991005812743804
6037106020,LongBeach,0.8998085572374874
6037106111,LongBeach,0.9004113133457923
6037106112,LongBeach,0.9369999999999999
6037106113,LongBeach,0.9369999999999999
6037106114,LongBeach,0.9369999999999999
6037106403,LongBeach,0.8990957207910085
6037106405,LongBeach,0.8984700739269927
6037106406,LongBeach,0.897464599519749
6037106407,LongBeach,0.8993473935603062
6037106408,LongBeach,0.8991206065141957
6037106510,LongBeach,0.9078995797196978
6037106520,LongBeach,0.8955129417932357
6037106603,LongBeach,0.9041264442581995
6037106604,LongBeach,0.8943310044201798
6037106641,LongBeach,0.9044624952141297
6037106642,LongBeach,0.865
6037106643,LongBeach,0.9037819163064749
6037106645,LongBeach,0.865
6037106646,LongBeach,0.865
6037106648,LongBeach,0.9369999999999999
6037106649,LongBeach,0.9369999999999999
6037107010,LongBeach,0.8988073987074991
6037107020,LongBeach,0.9369999999999999
6037108101,LongBeach,0.856
6037108102,LongBeach,0.856
6037108103,LongBeach,0.9034560457822014
6037108104,LongBeach,0.9034357531156285
6037108202,LongBeach,0.856
6037108203,LongBeach,0.9032632421262634
6037108204,LongBeach,0.856
6037109100,LongBeach,0.9369999999999999
6037109200,LongBeach,0.865
6037109300,LongBeach,0.865
6037109400,LongBeach,0.9369999999999999
6037109500,LongBeach,0.9369999999999999
6037109601,LongBeach,0.9369999999999999
6037109603,LongBeach,0.9369999999999999
6037109604,LongBeach,0.9369999999999999
6037109700,LongBeach,0.865
6037109800,LongBeach,0.865
6037111100,LongBeach,0.865
6037111201,LongBeach,0.865
6037111202,LongBeach,0.865
6037111204,LongBeach,0.856
6037111205,LongBeach,0.856
6037111206,LongBeach,0.856
6037111302,LongBeach,0.856
6037111303,LongBeach,0.865
6037111304,LongBeach,0.856
6037111401,LongBeach,0.865
6037111402,LongBeach,0.865
6037113101,LongBeach,0.856
6037113102,LongBeach,0.856
6037113211,LongBeach,0.856
6037113212,LongBeach,0.856
6037113213,LongBeach,0.856
6037113231,LongBeach,0.7943331163343255
6037113232,LongBeach,0.7933176929658929
6037113234,LongBeach,0.7931051944523229
6037113235,LongBeach,0.7946262996626403
6037113237,LongBeach,0.7941728396925885
6037113238,LongBeach,0.7930164747009247
6037113239,LongBeach,0.7934847887592227
6037113301,LongBeach,0.856
6037113303,LongBeach,0.856
6037113322,LongBeach,0.856
6037113323,LongBeach,0.856
6037113324,LongBeach,0.856
6037113423,LongBeach,0.856
6037113424,LongBeach,0.856
6037113425,LongBeach,0.856
6037113426,LongBeach,0.856
6037113427,LongBeach,0.7930786958317262
6037113428,LongBeach,0.856
6037115101,LongBeach,0.856
6037115103,LongBeach,0.856
6037115104,LongBeach,0.856
6037115202,LongBeach,0.856
6037115203,LongBeach,0.856
6037115204,LongBeach,0.856
6037115301,LongBeach,0.856
6037115302,LongBeach,0.856
6037115401,LongBeach,0.856
6037115403,LongBeach,0.856
6037115404,LongBeach,0.856
6037117101,LongBeach,0.9369999999999999
6037117102,LongBeach,0.9369999999999999
6037117201,LongBeach,0.9369999999999999
6037117202,LongBeach,0.9369999999999999
6037117301,LongBeach,0.865
6037117302,LongBeach,0.856
6037117303,LongBeach,0.856
6037117404,LongBeach,0.9369999999999999
6037117405,LongBeach,0.9369999999999999
6037117407,LongBeach,0.9369999999999999
6037117408,LongBeach,0.9369999999999999
6037117510,LongBeach,0.9369999999999999
6037117520,LongBeach,0.9369999999999999
6037117530,LongBeach,0.9369999999999999
6037119001,LongBeach,0.8495
6037119003,LongBeach,0.9369999999999999
6037119004,LongBeach,0.8495
6037119201,LongBeach,0.9369999999999999
6037119202,LongBeach,0.9369999999999999
6037119310,LongBeach,0.9369999999999999
6037119320,LongBeach,0.9369999999999999
6037119340,LongBeach,0.9369999999999999
6037119341,LongBeach,0.9369999999999999
6037119342,LongBeach,0.9369999999999999
6037119400,LongBeach,0.8495
6037119700,LongBeach,0.8495
6037119801,LongBeach,0.8495
6037119802,LongBeach,0.8495
6037119900,LongBeach,0.8495
6037120010,LongBeach,0.9369999999999999
6037120020,LongBeach,0.9369999999999999
6037120030,LongBeach,0.8495
6037120103,LongBeach,0.9369999999999999
6037120104,LongBeach,0.9369999999999999
6037120105,LongBeach,0.9369999999999999
6037120106,LongBeach,0.9369999999999999
6037120107,LongBeach,0.9369999999999999
6037120108,LongBeach,0.9369999999999999
6037120300,LongBeach,0.8495
6037120400,LongBeach,0.8495
6037121010,LongBeach,0.8495
6037121020,LongBeach,0.8495
6037121101,LongBeach,0.8495
6037121102,LongBeach,0.8495
6037121210,LongBeach,0.8495
6037121221,LongBeach,0.8495
6037121222,LongBeach,0.8495
6037121600,LongBeach,0.8495
6037121801,LongBeach,0.8495
6037121802,LongBeach,0.8495
6037121900,LongBeach,0.8495
6037122000,LongBeach,0.8495
6037122120,LongBeach,0.7805
6037122121,LongBeach,0.8495
6037122122,LongBeach,0.8495
6037122200,LongBeach,0.7805
6037122410,LongBeach,0.8495
6037122420,LongBeach,0.7805
6037123010,LongBeach,0.7805
6037123020,LongBeach,0.7805
6037123103,LongBeach,0.7805
6037123104,LongBeach,0.7805
6037123203,LongBeach,0.7805
6037123204,LongBeach,0.7805
6037123205,LongBeach,0.7805
6037123206,LongBeach,0.7805
6037123301,LongBeach,0.7805
6037123303,LongBeach,0.7805
6037123304,LongBeach,0.7805
6037123410,LongBeach,0.8495
6037123420,LongBeach,0.7805
6037123510,LongBeach,0.8495
6037123520,LongBeach,0.7805
6037123601,LongBeach,0.7805
6037123602,LongBeach,0.7805
6037123700,LongBeach,0.7805
6037123800,LongBeach,0.7805
6037123901,LongBeach,0.7805
6037123902,LongBeach,0.7805
6037124000,LongBeach,0.7805
6037124102,LongBeach,0.7805
6037124103,LongBeach,0.7805
6037124104,LongBeach,0.7805
6037124105,LongBeach,0.7805
6037124201,LongBeach,0.7805
6037124203,LongBeach,0.7805
6037124204,LongBeach,0.7805
6037124300,LongBeach,0.7805
6037124400,LongBeach,0.7805
6037124500,LongBeach,0.7805
6037124600,LongBeach,0.7805
6037124700,LongBeach,0.7805
6037124902,LongBeach,0.7805
6037124903,LongBeach,0.7805
6037125101,LongBeach,0.7805
6037125102,LongBeach,0.7805
6037125200,LongBeach,0.7805
6037125310,LongBeach,0.7805
6037125321,LongBeach,0.7805
6037125322,LongBeach,0.7805
6037125402,LongBeach,0.7805
6037125403,LongBeach,0.7805
6037125404,LongBeach,0.7805
6037125501,LongBeach,0.7805
6037125502,LongBeach,0.7805
6037125600,LongBeach,0.7805
6037127102,LongBeach,0.8495
6037127103,LongBeach,0.8495
6037127104,LongBeach,0.8495
6037127210,LongBeach,0.9369999999999999
6037127220,LongBeach,0.8495
6037127300,LongBeach,0.856
6037127400,LongBeach,0.856
6037127520,LongBeach,0.9369999999999999
6037127603,LongBeach,0.8019115739573729
6037127604,LongBeach,0.801854295202074
6037127605,LongBeach,0.8021914635458712
6037127606,LongBeach,0.8018923599653784
6037127711,LongBeach,0.8016437619401999
6037127712,LongBeach,0.801576660696324
6037127803,LongBeach,0.8495
6037127804,LongBeach,0.8055000000000001
6037127805,LongBeach,0.8055000000000001
6037127806,LongBeach,0.8055000000000001
6037127910,LongBeach,0.8495
6037127920,LongBeach,0.8495
6037128101,LongBeach,0.8495
6037128102,LongBeach,0.8495
6037128210,LongBeach,0.7805
6037128220,LongBeach,0.7805
6037128302,LongBeach,0.8055000000000001
6037128303,LongBeach,0.8055000000000001
6037128400,LongBeach,0.8055000000000001
6037128500,LongBeach,0.7805
6037128601,LongBeach,0.7805
6037128602,LongBeach,0.7805
6037128703,LongBeach,0.7805
6037128704,LongBeach,0.7805
6037128801,LongBeach,0.8014888742378132
6037128802,LongBeach,0.8055000000000001
6037128910,LongBeach,0.8055000000000001
6037131021,LongBeach,0.856
6037131022,LongBeach,0.856
6037131023,LongBeach,0.856
6037131024,LongBeach,0.8055000000000001
6037131100,LongBeach,0.856
6037131200,LongBeach,0.856
6037131300,LongBeach,0.856
6037131400,LongBeach,0.856
6037131600,LongBeach,0.856
6037131701,LongBeach,0.856
6037131702,LongBeach,0.856
6037131801,LongBeach,0.856
6037131802,LongBeach,0.856
6037131900,LongBeach,0.856
6037132001,LongBeach,0.8055000000000001
6037132002,LongBeach,0.8055000000000001
6037132101,LongBeach,0.8026128886755373
6037132102,LongBeach,0.8024273701056595
6037132301,LongBeach,0.8055000000000001
6037132302,LongBeach,0.8055000000000001
6037132501,LongBeach,0.8055000000000001
6037132502,LongBeach,0.8055000000000001
6037132700,LongBeach,0.8055000000000001
6037132900,LongBeach,0.8055000000000001
6037133000,LongBeach,0.8055000000000001
6037133101,LongBeach,0.8055000000000001
6037133102,LongBeach,0.8055000000000001
6037134001,LongBeach,0.7905
6037134002,LongBeach,0.7905
6037134101,LongBeach,0.856
6037134103,LongBeach,0.792542183948578
6037134104,LongBeach,0.7905
6037134201,LongBeach,0.7905
6037134302,LongBeach,0.7929511218860802
6037134303,LongBeach,0.7905
6037134304,LongBeach,0.792562580549558
6037134305,LongBeach,0.7925972329253077
6037134306,LongBeach,0.7905
6037134421,LongBeach,0.7937234084609295
