u,v,length_km,n_nodes,n_edges
306489,308269,46.10784266892882,279,278
306489,309042,42.40793102999665,257,256
306489,309569,13.471171946892964,91,90
306489,310199,0.9445494534472259,8,7
306489,310442,18.2654597910235,114,113
306489,310527,39.11016145317267,240,239
300429,306489,20.77186703610388,122,121
306489,307693,5.697096047903919,42,41
306768,308206,3.0736326950951915,13,12
306768,308269,24.91859114704614,145,144
306768,309042,21.218679508113965,123,122
306768,309569,17.941961915834526,107,106
306768,309843,30.895469653941603,227,226
306768,310199,29.094354417921856,173,172
306768,310442,10.278580626840206,58,57
306768,310527,17.92090993128998,106,105
300429,306768,7.889102022191847,45,44
306768,307693,25.08062374572582,125,124
308269,309042,4.051777024142385,36,35
308269,309553,47.663926321145226,293,292
308269,309569,35.51225811459122,215,214
308269,309843,49.841836213737956,345,344
308269,310199,46.664650616678486,281,280
308269,310442,27.84887682559687,166,165
308269,310527,7.213177718026048,52,51
300429,308269,25.45939822094851,153,152
307693,308269,42.65091994448248,233,232
308325,309843,13.375586526782355,117,116
309042,309553,50.699323979321974,315,314
309042,309569,31.812346475659023,193,192
309042,309843,46.1419245748058,323,322
309042,310199,42.96473897774633,259,258
309042,310442,24.1489651866647,144,143
309042,310527,3.472796307282161,22,21
300429,309042,21.75948658201634,131,130
307693,309042,38.95100830555032,211,210
309569,309843,37.50871522147869,267,266
309569,310199,14.02797989464269,93,92
309569,310442,7.669875236685912,50,49
309569,310527,28.51457689883506,176,175
300429,309569,10.176282481766295,58,57
307693,309569,11.773902878779047,80,79
309843,310442,29.845333932484355,218,217
309843,310527,42.84415499798186,306,305
300429,309843,27.455855327835994,205,204
307693,309843,30.898796026080127,130,129
310199,310442,18.82226773877322,116,115
310199,310527,39.6669694009224,242,241
300429,310199,21.328674983853606,124,123
307693,310199,6.253903995653645,44,43
310442,310527,20.851195609840726,127,126
300429,310442,2.5263661957443238,16,15
307693,310442,14.848737564086644,70,69
300429,310527,18.46171700519236,114,113
307693,310527,35.653238728726336,194,193
