OSHPD_ID,PERM_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
106010042,10041,JOHN GEORGE PSYCHIATRIC HOSPITAL,140000046,General Acute Care Hospital,2060 FAIRMONT DRIVE,SAN LEANDRO,94578,01,Alameda,None,80,Open,2022-11-01,Hospital,General Acute Care Hospital,37.71055270,-122.12025630
106010735,11210,ALAMEDA HOSPITAL,140000002,General Acute Care Hospital,2070 CLINTON AVE,ALAMEDA,94501,01,Alameda,Emergency - Basic,101,Open,1946-01-01,Hospital,General Acute Care Hospital,37.76267980,-122.25410620
106010739,11214,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,140000004,General Acute Care Hospital,2450 ASHBY AVENUE,BERKELEY,94705,01,Alameda,Emergency - Basic,339,Open,1946-01-02,Hospital,General Acute Care Hospital,37.85562790,-122.25750140
106010776,11242,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,140000015,General Acute Care Hospital,747 52ND STREET,OAKLAND,94609,01,Alameda,Emergency - Basic,163,Open,1946-01-01,Hospital,General Acute Care Hospital,37.83693790,-122.26723060
106010811,11268,FAIRMONT HOSPITAL,140000046,General Acute Care Hospital,15400 FOOTHILL BOULEVARD,SAN LEANDRO,94578,01,Alameda,None,109,Open,1953-07-01,Hospital,General Acute Care Hospital,37.70816790,-122.11982280
106010844,11285,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,140000004,General Acute Care Hospital,2001 DWIGHT WAY,BERKELEY,94704,01,Alameda,None,64,Open,1946-01-01,Hospital,General Acute Care Hospital,37.86407240,-122.26871190
106010846,11288,HIGHLAND HOSPITAL,140000046,General Acute Care Hospital,1411 EAST 31ST STREET,OAKLAND,94602,01,Alameda,Emergency - Basic,169,Open,1953-07-01,Hospital,General Acute Care Hospital,37.79905960,-122.23250630
106010887,11321,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,140000066,General Acute Care Hospital,2800 BENEDICT DRIVE,SAN LEANDRO,94577,01,Alameda,None,99,Open,1962-11-13,Hospital,General Acute Care Hospital,37.71605780,-122.13047090
106010937,11322,ALTA BATES SUMMIT MEDICAL CENTER,140000284,General Acute Care Hospital,350 HAWTHORNE AVENUE,OAKLAND,94609,01,Alameda,Emergency - Basic,309,Open,1946-01-01,Hospital,General Acute Care Hospital,37.82117500,-122.26304000
106010967,11344,ST. ROSE HOSPITAL,140000107,General Acute Care Hospital,27200 CALAROGA AVENUE,HAYWARD,94545,01,Alameda,Emergency - Basic,155,Open,1962-10-10,Hospital,General Acute Care Hospital,37.63307250,-122.08850760
106010983,11363,STANFORD HEALTH CARE TRI-VALLEY,140000114,General Acute Care Hospital,1111 E. STANLEY BOULEVARD,LIVERMORE,94550,01,Alameda,None,75,Open,1969-10-19,Hospital,General Acute Care Hospital,37.67735300,-121.78195860
106010987,11366,WASHINGTON HOSPITAL - FREMONT,140000116,General Acute Care Hospital,2000 MOWRY AVENUE,FREMONT,94538,01,Alameda,Emergency - Basic,415,Open,1958-11-19,Hospital,General Acute Care Hospital,37.55727360,-121.97795350
106013619,11256,SAN LEANDRO HOSPITAL,140000046,General Acute Care Hospital,13855 EAST 14TH STREET,SAN LEANDRO,94578,01,Alameda,Emergency - Basic,91,Open,2019-08-19,Hospital,General Acute Care Hospital,37.71226600,-122.14355780
106013626,11338,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT CAMPUS,140000284,General Acute Care Hospital,3100 SUMMIT STREET,OAKLAND,94609,01,Alameda,None,,Open,1946-01-01,Hospital,General Acute Care Hospital,37.82015070,-122.26394660
106013687,,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,140000232,Chemical Dep. Recovery Hospital,3012 SUMMIT STREET,OAKLAND,94609,01,Alameda,Not Applicable,24,Open,1983-10-12,Hospital,Chemical Dep. Recovery Hospital,37.81948410,-122.26416520
106014034,16227,FREMONT HOSPITAL,140000347,Acute Psychiatric Hospital,39001 SUNDALE DRIVE,FREMONT,94538,01,Alameda,Not Applicable,148,Open,1990-02-16,Hospital,Acute Psychiatric Hospital,37.54661890,-121.97966200
106014050,16632,STANFORD HEALTH CARE TRI-VALLEY,140000114,General Acute Care Hospital,5555 WEST LAS POSITAS BLVD.,PLEASANTON,94588,01,Alameda,Emergency - Basic,167,Open,1991-12-09,Hospital,General Acute Care Hospital,37.69339460,-121.88034170
106014132,14509,KAISER FOUNDATION HOSPITAL - FREMONT,140000053,General Acute Care Hospital,39400 PASEO PADRE PARKWAY,FREMONT,94538,01,Alameda,Emergency - Basic,100,Open,1996-12-01,Hospital,General Acute Care Hospital,37.55216170,-121.97548910
106014207,,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,M02016036,Psychiatric Health Facility,2633 EAST 27TH STREET,OAKLAND,94601,01,Alameda,Not Applicable,26,Open,2005-08-16,Hospital,Psychiatric Health Facility,37.79057590,-122.22208990
106014226,,TELECARE WILLOW ROCK CENTER,M02016039,Psychiatric Health Facility,2050 FAIRMONT DRIVE,SAN LEANDRO,94578,01,Alameda,Not Applicable,16,Open,2007-07-02,Hospital,Psychiatric Health Facility,37.70931900,-122.11849170
106014233,18180,EDEN MEDICAL CENTER,140000030,General Acute Care Hospital,20103 LAKE CHABOT RD,CASTRO VALLEY,94546,01,Alameda,Emergency - Basic,130,Open,2012-11-01,Hospital,General Acute Care Hospital,37.69825720,-122.09014550
106014326,18206,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,140000052,General Acute Care Hospital,275 W. MACARTHUR BLVD.,OAKLAND,94611,01,Alameda,Emergency - Basic,315,Open,2014-07-01,Hospital,General Acute Care Hospital,37.82374320,-122.25823700
106014337,18186,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,550002678,General Acute Care Hospital,2500 MERCED STREET,SAN LEANDRO,94577,01,Alameda,Emergency - Basic,216,Open,2014-06-03,Hospital,General Acute Care Hospital,37.70684400,-122.16427170
106034002,17490,SUTTER AMADOR HOSPITAL,030000008,General Acute Care Hospital,200 MISSION BLVD,JACKSON,95642,03,Amador,Emergency - Basic,52,Open,2000-04-10,Hospital,General Acute Care Hospital,38.35048260,-120.76446500
106040802,10006,ORCHARD HOSPITAL,230000007,General Acute Care Hospital,240 SPRUCE STREET,GRIDLEY,95948,04,Butte,Emergency - Standby,24,Open,1949-05-24,Hospital,General Acute Care Hospital,39.36755410,-121.68946930
106040937,10019,OROVILLE HOSPITAL,230000022,General Acute Care Hospital,2767 OLIVE HIGHWAY,OROVILLE,95966,04,Butte,Emergency - Basic,133,Open,1962-01-01,Hospital,General Acute Care Hospital,39.50616930,-121.54119120
106040962,10013,ENLOE HEALTH,230000027,General Acute Care Hospital,1531 ESPLANADE,CHICO,95926,04,Butte,Emergency - Basic,268,Open,1946-03-29,Hospital,General Acute Care Hospital,39.74258670,-121.84972700
106044006,,BUTTE COUNTY MENTAL HEALTH SERVICES,M01016001,Psychiatric Health Facility,592 RIO LINDO AVENUE,CHICO,95926,04,Butte,Not Applicable,16,Open,1988-01-29,Hospital,Psychiatric Health Facility,39.75455520,-121.84749280
106044011,16464,ENLOE REHABILITATION CENTER,230000027,General Acute Care Hospital,340 WEST EAST AVENUE,CHICO,95926,04,Butte,None,40,Open,1991-05-14,Hospital,General Acute Care Hospital,39.75415870,-121.86755220
106050932,10029,MARK TWAIN MEDICAL CENTER,030000058,General Acute Care Hospital,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,05,Calaveras,Emergency - Basic,25,Open,1951-08-21,Hospital,General Acute Care Hospital,38.19068960,-120.67019030
106060870,10032,COLUSA MEDICAL CENTER,230000149,General Acute Care Hospital,199 E WEBSTER STREET,COLUSA,95932,06,Colusa,Emergency - Standby,48,Open,1953-07-01,Hospital,General Acute Care Hospital,39.20636820,-122.00171680
106070924,10049,CONTRA COSTA REGIONAL MEDICAL CENTER,140000090,General Acute Care Hospital,2500 ALHAMBRA AVENUE,MARTINEZ,94553,07,Contra Costa,Emergency - Basic,167,Open,1953-07-02,Hospital,General Acute Care Hospital,38.00608920,-122.13277780
106070934,10052,SUTTER DELTA MEDICAL CENTER,140000258,General Acute Care Hospital,3901 LONE TREE WAY,ANTIOCH,94509,07,Contra Costa,Emergency - Basic,141,Open,1967-02-02,Hospital,General Acute Care Hospital,37.98275930,-121.80296560
106070988,10081,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,140000265,General Acute Care Hospital,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,07,Contra Costa,Emergency - Basic,503,Open,1965-06-15,Hospital,General Acute Care Hospital,37.91287690,-122.04094980
106070990,10072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,140000290,General Acute Care Hospital,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,07,Contra Costa,Emergency - Basic,249,Open,1953-09-11,Hospital,General Acute Care Hospital,37.89150650,-122.05801370
106071018,10048,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,140000128,General Acute Care Hospital,2540 EAST STREET,CONCORD,94520,07,Contra Costa,Emergency - Basic,276,Open,1946-01-01,Hospital,General Acute Care Hospital,37.98517260,-122.03366320
106074011,16166,SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,140000345,General Acute Care Hospital,7777 NORRIS CANYON ROAD,SAN RAMON,94583,07,Contra Costa,None,,Open,2008-06-01,Hospital,General Acute Care Hospital,37.77464950,-121.95717620
106074017,16228,SAN RAMON REGIONAL MEDICAL CENTER,140000345,General Acute Care Hospital,6001 NORRIS CANYON ROAD,SAN RAMON,94583,07,Contra Costa,Emergency - Basic,123,Open,1990-02-12,Hospital,General Acute Care Hospital,37.77522510,-121.95817600
106074039,16891,JOHN MUIR BEHAVIORAL HEALTH CENTER,140000418,Acute Psychiatric Hospital,2740 GRANT STREET,CONCORD,94520,07,Contra Costa,Not Applicable,73,Open,1993-03-10,Hospital,Acute Psychiatric Hospital,37.98582970,-122.03673150
106074093,17749,KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,140000052,General Acute Care Hospital,901 NEVIN AVE,RICHMOND,94801,07,Contra Costa,Emergency - Basic,50,Open,1995-09-07,Hospital,General Acute Care Hospital,37.93755730,-122.36110490
106074097,18153,KAISER FOUNDATION HOSPITAL - ANTIOCH,550000614,General Acute Care Hospital,4501 SAND CREEK ROAD,ANTIOCH,94531,07,Contra Costa,Emergency - Basic,150,Open,2007-11-07,Hospital,General Acute Care Hospital,37.95084180,-121.77492860
106084001,12784,SUTTER COAST HOSPITAL,110000067,General Acute Care Hospital,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,08,Del Norte,Emergency - Basic,49,Open,1946-01-01,Hospital,General Acute Care Hospital,41.77365880,-124.19424690
106090793,10109,BARTON MEMORIAL HOSPITAL,030000013,General Acute Care Hospital,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,09,El Dorado,Emergency - Basic,111,Open,1963-11-21,Hospital,General Acute Care Hospital,38.91156330,-119.99654470
106090933,10112,MARSHALL MEDICAL CENTER,030000059,General Acute Care Hospital,1100 MARSHALL WAY,PLACERVILLE,95667,09,El Dorado,Emergency - Basic,111,Open,1959-05-22,Hospital,General Acute Care Hospital,38.72467000,-120.79165010
106094002,,TELECARE EL DORADO COUNTY P.H.F.,M20016057,Psychiatric Health Facility,935-B SPRING STREET,PLACERVILLE,95667,09,El Dorado,Not Applicable,16,Open,1988-01-29,Hospital,Psychiatric Health Facility,38.73333540,-120.80243970
106100005,16116,CLOVIS COMMUNITY MEDICAL CENTER,040000004,General Acute Care Hospital,2755 HERNDON AVENUE,CLOVIS,93611,10,Fresno,Emergency - Basic,352,Open,1988-12-15,Hospital,General Acute Care Hospital,36.83884690,-119.66118270
106100697,10122,COALINGA REGIONAL MEDICAL CENTER,040000085,General Acute Care Hospital,1191 PHELPS AVENUE,COALINGA,93210,10,Fresno,Emergency - Standby,75,Open,2020-12-02,Hospital,General Acute Care Hospital,36.15196750,-120.34099550
106100717,10127,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,040000096,General Acute Care Hospital,2823 FRESNO STREET,FRESNO,93721,10,Fresno,Emergency - Comprehensive,685,Open,1946-01-01,Hospital,General Acute Care Hospital,36.74263020,-119.78474790
106100793,10160,ADVENTIST HEALTH SELMA,550001439,General Acute Care Hospital,1141 ROSE AVENUE,SELMA,93662,10,Fresno,Emergency - Standby,62,Open,2005-10-29,Hospital,General Acute Care Hospital,36.56733210,-119.59797900
106100797,10162,ADVENTIST HEALTH REEDLEY,040000149,General Acute Care Hospital,372 WEST CYPRESS AVENUE,REEDLEY,93654,10,Fresno,Emergency - Standby,49,Open,1965-04-14,Hospital,General Acute Care Hospital,36.60817920,-119.45311640
106100899,10155,ST. AGNES MEDICAL CENTER,040000173,General Acute Care Hospital,1303 EAST HERNDON AVENUE,FRESNO,93720,10,Fresno,Emergency - Basic,436,Open,1975-03-22,Hospital,General Acute Care Hospital,36.83423770,-119.76377600
106104008,15868,COMMUNITY BEHAVIORAL HEALTH CENTER,040000096,General Acute Care Hospital,7171 NORTH CEDAR AVENUE,FRESNO,93720,10,Fresno,None,73,Open,1987-10-01,Hospital,General Acute Care Hospital,36.84079990,-119.75684420
106104023,16404,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,040000280,General Acute Care Hospital,7173 N. SHARON AVENUE,FRESNO,93720,10,Fresno,None,62,Open,1991-01-23,Hospital,General Acute Care Hospital,36.83989070,-119.76065460
106104047,16878,FRESNO SURGICAL HOSPITAL,040000332,General Acute Care Hospital,6125 NORTH FRESNO STREET,FRESNO,93710,10,Fresno,None,27,Open,1993-02-23,Hospital,General Acute Care Hospital,36.82484690,-119.78192980
106104062,13018,KAISER FOUNDATION HOSPITAL - FRESNO,040000384,General Acute Care Hospital,7300 NORTH FRESNO STREET,FRESNO,93720,10,Fresno,Emergency - Basic,169,Open,1995-02-23,Hospital,General Acute Care Hospital,36.84243310,-119.78046700
106104089,,EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,M20016059,Psychiatric Health Facility,4411 E. KINGS CANYON ROAD,FRESNO,93702,10,Fresno,Not Applicable,16,Open,2016-01-01,Hospital,Psychiatric Health Facility,36.73700790,-119.75197970
106105029,17938,FRESNO HEART AND SURGICAL HOSPITAL,040000096,General Acute Care Hospital,15 E. AUDUBON DR.,FRESNO,93720,10,Fresno,None,57,Open,2015-09-01,Hospital,General Acute Care Hospital,36.86003670,-119.78863410
106105051,,DEPARTMENT OF STATE HOSPITALS - COALINGA,550000061,Acute Psychiatric Hospital,24511 WEST JAYNE AVENUE,COALINGA,93210,10,Fresno,Not Applicable,"1,500",Open,2005-08-25,Hospital,Acute Psychiatric Hospital,36.13066700,-120.23887710
106105125,,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,M20016058,Psychiatric Health Facility,4411 E. KINGS CANYON ROAD,FRESNO,93702,10,Fresno,Not Applicable,16,Open,2015-04-17,Hospital,Psychiatric Health Facility,36.73700790,-119.75197970
106110889,,GLENN MEDICAL CENTER,230000018,General Acute Care Hospital,1133 WEST SYCAMORE STREET,WILLOWS,95988,11,Glenn,Emergency - Standby,47,Suspense,2025-10-31,Hospital,General Acute Care Hospital,39.52136020,-122.20843620
106121002,13087,MAD RIVER COMMUNITY HOSPITAL,110000031,General Acute Care Hospital,3800 JANES ROAD,ARCATA,95521,12,Humboldt,Emergency - Basic,78,Open,1972-10-26,Hospital,General Acute Care Hospital,40.89649230,-124.08992650
106121031,10186,JEROLD PHELPS COMMUNITY HOSPITAL,110000052,General Acute Care Hospital,733 CEDAR STREET,GARBERVILLE,95542,12,Humboldt,Emergency - Standby,17,Open,1963-08-20,Hospital,General Acute Care Hospital,40.10164910,-123.79226170
106121051,10183,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,110000173,General Acute Care Hospital,3300 RENNER DRIVE,FORTUNA,95540,12,Humboldt,Emergency - Basic,35,Open,1957-03-19,Hospital,General Acute Care Hospital,40.58233660,-124.13637490
106121080,10184,PROVIDENCE ST. JOSEPH HOSPITAL,110000075,General Acute Care Hospital,2700 DOLBEER STREET,EUREKA,95501,12,Humboldt,Emergency - Basic,138,Open,1954-07-26,Hospital,General Acute Care Hospital,40.78438900,-124.14163400
106124004,,SEMPERVIRENS P.H.F.,M10016003,Psychiatric Health Facility,720 WOOD STREET,EUREKA,95501,12,Humboldt,Not Applicable,16,Open,1988-01-29,Hospital,Psychiatric Health Facility,40.78097690,-124.16104670
106130699,10190,EL CENTRO REGIONAL MEDICAL CENTER,090000004,General Acute Care Hospital,1415 ROSS AVENUE,EL CENTRO,92243,13,Imperial,Emergency - Basic,161,Open,1967-01-21,Hospital,General Acute Care Hospital,32.78110320,-115.56766890
106130760,10192,PIONEERS MEMORIAL HOSPITAL,090000087,General Acute Care Hospital,207 WEST LEGION ROAD,BRAWLEY,92227,13,Imperial,Emergency - Basic,107,Open,1950-11-06,Hospital,General Acute Care Hospital,32.95894900,-115.55370060
106141273,10200,NORTHERN INYO HOSPITAL,240000179,General Acute Care Hospital,150 PIONEER LANE,BISHOP,93514,14,Inyo,Emergency - Basic,25,Open,1948-05-14,Hospital,General Acute Care Hospital,37.36197090,-118.40618530
106141338,10202,SOUTHERN INYO HOSPITAL,240000205,General Acute Care Hospital,501 EAST LOCUST STREET,LONE PINE,93545,14,Inyo,Emergency - Standby,37,Open,1952-03-31,Hospital,General Acute Care Hospital,36.60905390,-118.05785290
106150020,,KERN PSYCHIATRIC HEALTH FACILITY,M20016067,Psychiatric Health Facility,718 WORKMAN STREET,BAKERSFIELD,93307,15,Kern,Not Applicable,16,Open,2025-02-06,Hospital,Psychiatric Health Facility,35.34801650,-118.95376340
106150021,,KERN YOUTH PSYCHIATRIC HEALTH FACILITY,M20016068,Psychiatric Health Facility,702 WORKMAN STREET,BAKERSFIELD,93307,15,Kern,Not Applicable,16,Open,2025-02-06,Hospital,Psychiatric Health Facility,35.34805600,-118.95376500
106150706,12765,ADVENTIST HEALTH DELANO,120000180,General Acute Care Hospital,1401 GARCES HIGHWAY,DELANO,93215,15,Kern,Emergency - Basic,156,Open,1974-01-01,Hospital,General Acute Care Hospital,35.76228540,-119.23925190
106150722,10207,BAKERSFIELD MEMORIAL HOSPITAL,120000181,General Acute Care Hospital,420 34TH STREET,BAKERSFIELD,93301,15,Kern,Emergency - Basic,385,Open,1956-09-27,Hospital,General Acute Care Hospital,35.39282950,-119.00615410
106150736,10208,KERN MEDICAL CENTER,120000182,General Acute Care Hospital,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,15,Kern,Emergency - Basic,222,Open,1953-07-01,Hospital,General Acute Care Hospital,35.38286990,-118.97025700
106150737,10210,KERN VALLEY HEALTHCARE DISTRICT,120000183,General Acute Care Hospital,6412 LAUREL AVENUE,LAKE ISABELLA,93240,15,Kern,Emergency - Standby,101,Open,1968-06-17,Hospital,General Acute Care Hospital,35.63528840,-118.40646350
106150761,10214,MERCY HOSPITAL - BAKERSFIELD,120000184,General Acute Care Hospital,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,15,Kern,Emergency - Basic,144,Open,1947-01-01,Hospital,General Acute Care Hospital,35.37280140,-119.02676240
106150775,10219,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,120000146,General Acute Care Hospital,901 OLIVE DRIVE,BAKERSFIELD,93308,15,Kern,None,64,Open,1960-05-10,Hospital,General Acute Care Hospital,35.41169600,-119.03962830
106150782,10220,RIDGECREST REGIONAL HOSPITAL,120000186,General Acute Care Hospital,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,93555,15,Kern,Emergency - Basic,98,Open,1946-09-30,Hospital,General Acute Care Hospital,35.64074450,-117.67116850
106150788,12881,ADVENTIST HEALTH BAKERSFIELD,120000187,General Acute Care Hospital,2615 CHESTER AVENUE,BAKERSFIELD,93301,15,Kern,Emergency - Basic,253,Open,1973-05-01,Hospital,General Acute Care Hospital,35.38337440,-119.02065430
106150820,10820,CENTRAL CALIFORNIA REHABILITATION HOSPITAL,550007875,General Acute Care Hospital,4400 KIRKCALDY DRIVE,BAKERSFIELD,93306,15,Kern,None,50,Open,2022-03-10,Hospital,General Acute Care Hospital,35.39500810,-118.91896930
106154022,16245,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,120000248,General Acute Care Hospital,5001 COMMERCE DRIVE,BAKERSFIELD,93309,15,Kern,None,86,Open,1990-05-01,Hospital,General Acute Care Hospital,35.36715210,-119.05745460
106154044,10211,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL, LLC",550003535,Acute Psychiatric Hospital,5201 WHITE LANE,BAKERSFIELD,93309,15,Kern,Not Applicable,90,Open,2016-06-01,Hospital,Acute Psychiatric Hospital,35.31645450,-119.06061200
106154101,17358,ADVENTIST HEALTH SPECIALTY BAKERSFIELD,120000187,General Acute Care Hospital,3001 SILLECT AVENUE,BAKERSFIELD,93308,15,Kern,Emergency - Basic,47,Open,2023-11-28,Hospital,General Acute Care Hospital,35.38470810,-119.03991710
106154108,17632,MERCY SOUTHWEST HOSPITAL,120000184,General Acute Care Hospital,400 OLD RIVER RD,BAKERSFIELD,93311,15,Kern,Emergency - Basic,191,Open,1992-07-15,Hospital,General Acute Care Hospital,35.35153930,-119.11243920
106154160,,CRESTWOOD PSYCHIATRIC HEALTH FACILITY BAKERSFIELD,M02016045,Psychiatric Health Facility,"6700 EUCALYPTUS DRIVE, STE C",BAKERSFIELD,93306,15,Kern,Not Applicable,16,Open,2010-11-15,Hospital,Psychiatric Health Facility,35.36578670,-118.92966470
106154168,18202,ADVENTIST HEALTH TEHACHAPI VALLEY,120000188,General Acute Care Hospital,1100 MAGELLAN DRIVE,TEHACHAPI,93561,15,Kern,Emergency - Basic,25,Open,2018-11-01,Hospital,General Acute Care Hospital,35.14769850,-118.45090070
106164029,18194,ADVENTIST HEALTH HANFORD,550001439,General Acute Care Hospital,115 MALL DRIVE,HANFORD,93230,16,Kings,Emergency - Basic,173,Open,2010-12-05,Hospital,General Acute Care Hospital,36.32321710,-119.66787700
106171049,10247,ADVENTIST HEALTH CLEARLAKE,110000174,General Acute Care Hospital,15630 18TH AVE,CLEARLAKE,95422,17,Lake,Emergency - Standby,32,Open,1968-04-18,Hospital,General Acute Care Hospital,38.93560640,-122.62023870
106171395,14345,SUTTER LAKESIDE HOSPITAL,110000094,General Acute Care Hospital,5176 HILL ROAD EAST,LAKEPORT,95453,17,Lake,Emergency - Basic,27,Open,1978-04-28,Hospital,General Acute Care Hospital,39.10473660,-122.90651980
106184008,17940,BANNER LASSEN MEDICAL CENTER,230000020,General Acute Care Hospital,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,18,Lassen,Emergency - Basic,25,Open,2003-04-23,Hospital,General Acute Care Hospital,40.43680490,-120.62803370
106190017,11386,ALHAMBRA HOSPITAL MEDICAL CENTER,930000005,General Acute Care Hospital,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,19,Los Angeles,Emergency - Basic,144,Open,1946-01-01,Hospital,General Acute Care Hospital,34.09064290,-118.14376550
106190020,11388,BHC ALHAMBRA HOSPITAL,930000006,Acute Psychiatric Hospital,4619 ROSEMEAD BOULEVARD,ROSEMEAD,91770,19,Los Angeles,Not Applicable,97,Open,1946-01-01,Hospital,Acute Psychiatric Hospital,34.08872740,-118.07381330
106190021,,TELECARE MLK ADULT PSYCHIATRIC HEALTH FACILITY,M20016070,Psychiatric Health Facility,12021 SOUTH WILMINGTON AVENUE,LOS ANGELES,90059,19,Los Angeles,Not Applicable,16,Open,2025-07-08,Hospital,Psychiatric Health Facility,33.92337580,-118.24219830
106190034,11399,ANTELOPE VALLEY MEDICAL CENTER,930000008,General Acute Care Hospital,1600 WEST AVENUE J,LANCASTER,93534,19,Los Angeles,Emergency - Basic,420,Open,1955-09-27,Hospital,General Acute Care Hospital,34.68824820,-118.15915270
106190040,,BEST CARE UNLIMITED HOME HEALTH,550006489,Home Health Agency,13425 Ventura Blvd,Sherman Oaks,91423,19,Los Angeles,Not Applicable,,Open,2021-07-06,Home Health Agency/Hospice,Home Health Agency,34.14735000,-118.42578000
106190045,11410,CATALINA ISLAND MEDICAL CENTER,930000010,General Acute Care Hospital,100 FALLS CANYON ROAD,AVALON,90704,19,Los Angeles,Emergency - Standby,12,Open,1946-01-01,Hospital,General Acute Care Hospital,33.33918740,-118.33068290
106190049,11704,KINDRED HOSPITAL - BALDWIN PARK,930000390,General Acute Care Hospital,14148 FRANCISQUITO AVENUE,BALDWIN PARK,91706,19,Los Angeles,None,95,Open,2003-12-23,Hospital,General Acute Care Hospital,34.06305690,-117.96764250
106190050,,HENRY MAYO NEWHALL MEMORIAL HOSPITAL D/P APH,930000206,General Acute Care Hospital,25727 MCBEAN PARKWAY,VALENCIA,91355,19,Los Angeles,None,23,Open,2022-11-30,Hospital,General Acute Care Hospital,34.39885910,-118.55263370
106190052,11417,BARLOW RESPIRATORY HOSPITAL,930000011,General Acute Care Hospital,2000 STADIUM WAY,LOS ANGELES,90026,19,Los Angeles,None,105,Open,1946-01-01,Hospital,General Acute Care Hospital,34.07613380,-118.24812820
106190053,12012,ST. MARY MEDICAL CENTER - LONG BEACH,930000012,General Acute Care Hospital,1050 LINDEN AVENUE,LONG BEACH,90813,19,Los Angeles,Emergency - Basic,360,Open,1946-01-01,Hospital,General Acute Care Hospital,33.78055770,-118.18627250
106190066,11428,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,930000039,General Acute Care Hospital,9542 ARTESIA BOULEVARD,BELLFLOWER,90706,19,Los Angeles,None,32,Open,2015-07-23,Hospital,General Acute Care Hospital,33.87431360,-118.12973190
106190081,11441,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,930000195,General Acute Care Hospital,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,19,Los Angeles,Emergency - Basic,192,Open,2023-09-06,Hospital,General Acute Care Hospital,34.01556110,-118.10006020
106190110,11848,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,930000066,General Acute Care Hospital,3828 DELMAS TERRACE,CULVER CITY,90232,19,Los Angeles,Emergency - Basic,410,Open,2013-01-01,Hospital,General Acute Care Hospital,34.02320010,-118.39691280
106190125,11480,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,930000024,General Acute Care Hospital,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,19,Los Angeles,Emergency - Basic,392,Open,1946-01-01,Hospital,General Acute Care Hospital,34.03739670,-118.26572710
106190137,11496,CASA COLINA HOSPITAL,930000026,General Acute Care Hospital,255 EAST BONITA AVENUE,POMONA,91767,19,Los Angeles,None,99,Open,1961-02-28,Hospital,General Acute Care Hospital,34.09692410,-117.74576920
106190148,11510,CENTINELA HOSPITAL MEDICAL CENTER,930000027,General Acute Care Hospital,555 EAST HARDY STREET,INGLEWOOD,90301,19,Los Angeles,Emergency - Basic,362,Open,1946-01-01,Hospital,General Acute Care Hospital,33.95041980,-118.34819870
106190150,17063,KEDREN COMMUNITY MENTAL HEALTH CENTER,930000028,Acute Psychiatric Hospital,4211 AVALON BOULEVARD,LOS ANGELES,90011,19,Los Angeles,Not Applicable,72,Open,1973-10-17,Hospital,Acute Psychiatric Hospital,34.00721840,-118.26555780
