,TRACT,TRACTFIPS,SOVI_SCORE,NRI_ID
3837,980002,6037980002,67.75166321,T06037980002
3838,980003,6037980003,50,T06037980003
3839,980004,6037980004,80.02600098,T06037980004
3840,980005,6037980005,62.82600021,T06037980005
3841,980006,6037980006,50,T06037980006
3842,980007,6037980007,50,T06037980007
3843,980008,6037980008,0.109999999,T06037980008
3844,980009,6037980009,94.87999725,T06037980009
3845,980010,6037980010,92.19999695,T06037980010
3846,980011,6037980011,66.86000061,T06037980011
3847,980012,6037980012,81.25,T06037980012
3848,980013,6037980013,50,T06037980013
3849,980014,6037980014,10.47999954,T06037980014
3850,980015,6037980015,87.70999908,T06037980015
3851,980016,6037980016,73.20999908,T06037980016
3852,980017,6037980017,83.75,T06037980017
3853,980018,6037980018,50,T06037980018
3854,980019,6037980019,0.189999998,T06037980019
3855,980020,6037980020,50,T06037980020
3856,980021,6037980021,1.269999981,T06037980021
3857,980022,6037980022,58.47124863,T06037980022
3858,980023,6037980023,50,T06037980023
3859,980024,6037980024,7.360000134,T06037980024
3860,980025,6037980025,33.18000031,T06037980025
3861,980026,6037980026,57.56999969,T06037980026
3862,980028,6037980028,50,T06037980028
3863,980030,6037980030,50,T06037980030
3864,980031,6037980031,8.409999847,T06037980031
3865,980033,6037980033,99.58000183,T06037980033
3866,980034,6037980034,0.02,T06037980034
3867,980035,6037980035,83.20999908,T06037980035
3868,980036,6037980036,42.18000031,T06037980036
3869,980037,6037980037,59.06624985,T06037980037
3870,980038,6037980038,50,T06037980038
3871,980039,6037980039,50,T06037980039
