OBJECTID,CT20,FIP23,CITY,CSA,CT20FIP23CSA,Shape__Area,Shape__Length
3686,221401,44000,Los Angeles,West Adams,22140144000West Adams,5837358.08789063,9623.3660880066
3687,221402,44000,Los Angeles,West Adams,22140244000West Adams,5729758.43945313,12853.6833872464
3688,221500,44000,Los Angeles,West Adams,22150044000West Adams,4098032.47851563,8382.72126192532
3689,221601,44000,Los Angeles,West Adams,22160144000West Adams,3981521.37011719,8298.46657900017
3690,221602,44000,Los Angeles,West Adams,22160244000West Adams,5627347.69238281,12004.6151313141
3691,221710,44000,Los Angeles,West Adams,22171044000West Adams,3530322.59863281,8106.00236155864
3692,221810,44000,Los Angeles,University Park,22181044000University Park,3275847.88769531,7474.73625589788
3693,221820,44000,Los Angeles,University Park,22182044000University Park,2198588.18359375,5840.25099517651
3694,221900,44000,Los Angeles,University Park,22190044000University Park,4413440.27832031,10667.1853737364
3695,222001,44000,Los Angeles,Exposition Park,22200144000Exposition Park,5105405.84570313,9152.3523346175
3696,222002,44000,Los Angeles,Exposition Park,22200244000Exposition Park,7057913.29296875,10842.0427110616
3697,222100,44000,Los Angeles,Adams-Normandie,22210044000Adams-Normandie,5155127.25097656,10486.7625168966
3698,222200,44000,Los Angeles,Adams-Normandie,22220044000Adams-Normandie,5186789.12988281,10532.884222396
3699,222500,44000,Los Angeles,Exposition Park,22250044000Exposition Park,7023049.891,10606.5632332918
3700,222600,44000,Los Angeles,Exposition Park,22260044000Exposition Park,7017416.31542969,10585.5440805452
3701,222700,44000,Los Angeles,Exposition Park,22270044000Exposition Park,8798536.48632813,13589.1554447777
3702,224010,44000,Los Angeles,Downtown,22401044000Downtown,5279110.6015625,10296.8232142815
3703,224010,44000,Los Angeles,Pico-Union,22401044000Pico-Union,3659146.11523438,8018.75308083815
3704,224020,44000,Los Angeles,Downtown,22402044000Downtown,8444179.219,15206.4296093579
3705,224020,44000,Los Angeles,University Park,22402044000University Park,4820208.83007813,9750.80500558577
3706,224200,44000,Los Angeles,Pico-Union,22420044000Pico-Union,3962666.95800781,8643.53898976429
3707,224310,44000,Los Angeles,Pico-Union,22431044000Pico-Union,1946046.39550781,6759.47363539136
3708,224320,44000,Los Angeles,Pico-Union,22432044000Pico-Union,3129192.08203125,8444.19302362427
3709,224410,44000,Los Angeles,University Park,22441044000University Park,4880104.05273438,10535.245907062
3710,224420,44000,Los Angeles,University Park,22442044000University Park,3860930.32226563,8961.55667184406
3711,224600,44000,Los Angeles,University Park,22460044000University Park,7738219.83984375,11197.9150280657
3712,224701,44000,Los Angeles,University Park,22470144000University Park,2534781.65722656,7580.43806285059
3713,224702,44000,Los Angeles,University Park,22470244000University Park,4306399.05371094,9849.86447028891
3714,226001,44000,Los Angeles,Wholesale District,22600144000Wholesale District,11138170.4667969,19074.3036421645
3715,226002,44000,Los Angeles,Wholesale District,22600244000Wholesale District,27645306.0341797,21400.2980009463
3716,226410,44000,Los Angeles,Central,22641044000Central,3040530.36523438,7123.27705224578
3717,226420,44000,Los Angeles,Central,22642044000Central,4595505.68554688,8778.94630352336
3718,226701,44000,Los Angeles,Central,22670144000Central,4048386.53222656,9183.7832836263
3719,226702,44000,Los Angeles,Central,22670244000Central,4376917.7265625,12056.0428396582
3720,227010,44000,Los Angeles,Central,22701044000Central,6233909.80175781,11856.7776692592
3721,227020,44000,Los Angeles,Central,22702044000Central,4737415.10742188,9165.83948047278
3722,228100,44000,Los Angeles,Vernon Central,22810044000Vernon Central,10820300.9726563,15300.3591573469
3723,228210,44000,Los Angeles,Central,22821044000Central,4424288.37304688,9184.66178271577
3724,228220,44000,Los Angeles,Vernon Central,22822044000Vernon Central,3941972.03027344,9102.41368003942
3725,228310,44000,Los Angeles,Central,22831044000Central,5880567.92480469,11254.1825853391
3726,228320,44000,Los Angeles,Vernon Central,22832044000Vernon Central,3627975.32128906,10223.7950087311
3727,228410,44000,Los Angeles,Central,22841044000Central,2989313.44921875,7107.21440652774
3728,228420,44000,Los Angeles,South Park,22842044000South Park,2985826.35351563,7921.20804544048
3729,228500,44000,Los Angeles,South Park,22850044000South Park,4831762.3828125,9216.82888960627
3730,228600,44000,Los Angeles,Vernon Central,22860044000Vernon Central,5672280.33789063,9590.95702952011
3731,228710,44000,Los Angeles,Vernon Central,22871044000Vernon Central,4357156.30371094,9256.84888135545
3732,228720,44000,Los Angeles,Vernon Central,22872044000Vernon Central,4350304.99511719,9244.6658602586
3733,228800,44000,Los Angeles,Vernon Central,22880044000Vernon Central,9107924.75976563,12378.1961320801
3734,228900,44000,Los Angeles,Vernon Central,22890044000Vernon Central,5560319.33300781,9660.74434391796
3735,229100,44000,Los Angeles,Vernon Central,22910044000Vernon Central,5120468.53417969,9164.65507295982
3736,229200,44000,Los Angeles,Vernon Central,22920044000Vernon Central,4797318.33886719,8927.26213727225
3737,229300,44000,Los Angeles,South Park,22930044000South Park,5413529.01367188,9545.11633354858
3738,229410,44000,Los Angeles,South Park,22941044000South Park,5838618.81933594,9707.02806447853
3739,229420,44000,Los Angeles,Vernon Central,22942044000Vernon Central,6287956.2109375,10052.1071320175
3740,231100,44000,Los Angeles,Central,23110044000Central,1389291.54003906,5482.92294799381
3741,231100,44000,Los Angeles,Exposition Park,23110044000Exposition Park,8234163.61132813,14041.0476345105
3742,231210,44000,Los Angeles,Exposition Park,23121044000Exposition Park,3451798.04199219,7922.5161842466
3743,231220,44000,Los Angeles,Exposition Park,23122044000Exposition Park,10389128.6103516,13177.513275999
3744,231301,44000,Los Angeles,Exposition Park,23130144000Exposition Park,2517991.86328125,7081.84364682848
3745,231302,44000,Los Angeles,Exposition Park,23130244000Exposition Park,4558812.07324219,10646.0463682701
3746,231400,44000,Los Angeles,Exposition Park,23140044000Exposition Park,6684757.73828125,10350.6987647064
3747,231500,44000,Los Angeles,West Vernon,23150044000West Vernon,9894191.3359375,12798.5548443649
3748,231601,44000,Los Angeles,West Vernon,23160144000West Vernon,3437945.65039063,7854.25670320168
3749,231602,44000,Los Angeles,West Vernon,23160244000West Vernon,3390771.36035156,7818.01594460895
3750,231603,44000,Los Angeles,West Vernon,23160344000West Vernon,3447322.11914063,7867.65953254237
3751,231710,44000,Los Angeles,West Vernon,23171044000West Vernon,3485231.93457031,7941.49999835569
3752,231720,44000,Los Angeles,South Park,23172044000South Park,1437384.83007813,6427.97894660353
3753,231720,44000,Los Angeles,West Vernon,23172044000West Vernon,3645833.15039063,8069.10489293173
3754,231800,44000,Los Angeles,South Park,23180044000South Park,5600031.23144531,9533.0242913648
3755,231901,44000,Los Angeles,South Park,23190144000South Park,2634646.87792969,6630.60277637403
3756,231902,44000,Los Angeles,South Park,23190244000South Park,3488413.12890625,9940.72365512039
3757,232110,44000,Los Angeles,West Vernon,23211044000West Vernon,4090629.54785156,8787.82896392758
3758,232120,44000,Los Angeles,South Park,23212044000South Park,1706654.92578125,7041.1312950788
3759,232120,44000,Los Angeles,West Vernon,23212044000West Vernon,3910821.22070313,8519.9669174494
3760,232200,44000,Los Angeles,Vermont Square,23220044000Vermont Square,5629144.32910156,10868.6505367484
3761,232300,44000,Los Angeles,Vermont Square,23230044000Vermont Square,6768064.79394531,11548.2174798231
3762,232401,44000,Los Angeles,West Vernon,23240144000West Vernon,6132044.42578125,11911.2303673491
3763,232402,44000,Los Angeles,West Vernon,23240244000West Vernon,5847789.25390625,11262.3262391185
3764,232500,44000,Los Angeles,West Vernon,23250044000West Vernon,8263535.34082031,11962.2195255774
3765,232601,44000,Los Angeles,West Vernon,23260144000West Vernon,2840325.86230469,7003.92389816388
3766,232602,44000,Los Angeles,West Vernon,23260244000West Vernon,5720244.21191406,9605.15594716601
3767,232701,44000,Los Angeles,West Vernon,23270144000West Vernon,2986798.45019531,7152.67415742868
3768,232702,44000,Los Angeles,South Park,23270244000South Park,1657406.1328125,6173.10217956485
3769,232702,44000,Los Angeles,West Vernon,23270244000West Vernon,3226558.63671875,7488.31701222813
3770,232800,44000,Los Angeles,South Park,23280044000South Park,4592424.969,8716.87992877441
3771,234001,44000,Los Angeles,Leimert Park,23400144000Leimert Park,7289981.65722656,15674.6366655607
3772,234002,44000,Los Angeles,Leimert Park,23400244000Leimert Park,6077928.73535156,13242.7318593182
3773,234200,44000,Los Angeles,Crenshaw District,23420044000Crenshaw District,9503306.47460938,13022.6141802401
3774,234301,44000,Los Angeles,Leimert Park,23430144000Leimert Park,5425075.15820313,9428.38374755049
3775,234302,44000,Los Angeles,Leimert Park,23430244000Leimert Park,3942922.44824219,9264.01307461737
3776,234501,44000,Los Angeles,Leimert Park,23450144000Leimert Park,8092577.2421875,12750.3036850584
3777,234502,44000,Los Angeles,Leimert Park,23450244000Leimert Park,5864873.89648438,11667.2058873764
3778,234600,44000,Los Angeles,Hyde Park,23460044000Hyde Park,14036355.3544922,17854.2400795141
3779,234700,44000,Los Angeles,Hyde Park,23470044000Hyde Park,7986925.62109375,14839.846502056
3780,234800,44000,Los Angeles,Hyde Park,23480044000Hyde Park,7041847,10614.4849207222
3781,234901,44000,Los Angeles,Hyde Park,23490144000Hyde Park,3502786.04394531,7934.90032859079
3782,234902,44000,Los Angeles,Hyde Park,23490244000Hyde Park,4879150.56640625,9959.33930281187
3783,235100,44000,Los Angeles,Hyde Park,23510044000Hyde Park,3132366.64160156,9382.51664946422
3784,235100,44000,Los Angeles,View Heights,23510044000View Heights,9593360.56445313,16408.0292109211
3785,235201,44000,Los Angeles,Hyde Park,23520144000Hyde Park,7132822.32421875,10690.5281363377
3786,235202,44000,Los Angeles,Hyde Park,23520244000Hyde Park,9192799.34277344,13266.9297258452
3787,236001,44000,Los Angeles,Baldwin Hills,23600144000Baldwin Hills,23764184.2324219,28045.3857457855
3788,236101,44000,Los Angeles,Baldwin Hills,23610144000Baldwin Hills,6809622.6640625,11729.5468117928
3789,236102,44000,Los Angeles,Baldwin Hills,23610244000Baldwin Hills,5365392.88964844,11941.1358286224
3790,236203,44000,Los Angeles,Baldwin Hills,23620344000Baldwin Hills,3652577.32324219,10831.7843102625
3791,236204,44000,Los Angeles,Baldwin Hills,23620444000Baldwin Hills,2474321.39453125,6697.40247950585
3792,236205,44000,Los Angeles,Baldwin Hills,23620544000Baldwin Hills,1797512.58105469,6066.19739897545
3793,236206,44000,Los Angeles,Baldwin Hills,23620644000Baldwin Hills,2959584.8515625,9723.26450799833
3794,236400,44000,Los Angeles,Baldwin Hills,23640044000Baldwin Hills,14451408.7314453,19483.4899286002
3795,237101,44000,Los Angeles,Harvard Park,23710144000Harvard Park,6769944.28417969,10352.1139489581
3796,237102,44000,Los Angeles,Harvard Park,23710244000Harvard Park,4951015.21679688,9013.04523595633
3797,237201,44000,Los Angeles,Harvard Park,23720144000Harvard Park,4880495.09082031,8888.36425577274
3798,237202,44000,Los Angeles,Harvard Park,23720244000Harvard Park,11932090.8955078,14393.4656818301
3799,237300,44000,Los Angeles,Harvard Park,23730044000Harvard Park,10739290.2265625,13459.3195038651
3800,237401,44000,Los Angeles,Harvard Park,23740144000Harvard Park,5555482.97460938,9560.92421091908
3801,237402,44000,Los Angeles,Harvard Park,23740244000Harvard Park,5610616.37304688,9623.63641261522
3802,237500,44000,Los Angeles,Harvard Park,23750044000Harvard Park,3631060.90820313,8245.30880792046
3803,237600,44000,Los Angeles,Harvard Park,23760044000Harvard Park,5422416.00976563,9469.52211900442
3804,237710,44000,Los Angeles,Vermont Knolls,23771044000Vermont Knolls,4653124.75488281,9397.93128193685
3805,237720,44000,Los Angeles,Vermont Knolls,23772044000Vermont Knolls,3500732.66210938,8731.19865693544
3806,237800,44000,Los Angeles,Vermont Knolls,23780044000Vermont Knolls,10471067.8916016,13143.6268917889
3807,237900,44000,Los Angeles,Manchester Square,23790044000Manchester Square,10541503.2275391,13260.4652611048
3808,238000,44000,Los Angeles,Gramercy Place,23800044000Gramercy Place,17919329.0273438,21152.2595278844
3809,238100,44000,Los Angeles,Manchester Square,23810044000Manchester Square,10577371.7304688,13260.3173198606
3810,238200,44000,Los Angeles,Vermont Knolls,23820044000Vermont Knolls,11050225.9140625,13880.2805968492
3811,238310,44000,Los Angeles,Vermont Vista,23831044000Vermont Vista,4274182.49902344,9306.76231370201
3812,238320,44000,Los Angeles,Vermont Vista,23832044000Vermont Vista,5040646.87988281,9679.32583566055
3813,238400,44000,Los Angeles,Gramercy Place,23840044000Gramercy Place,14010386.7294922,15895.3693923446
3814,239201,44000,Los Angeles,Florence-Firestone,23920144000Florence-Firestone,3260521.34863281,7573.26073996048
3815,239201,44000,Los Angeles,Harvard Park,23920144000Harvard Park,1581939.69042969,6244.95944791063
3816,239202,44000,Los Angeles,Florence-Firestone,23920244000Florence-Firestone,13844516.2949219,16069.7679879345
3817,239310,44000,Los Angeles,Florence-Firestone,23931044000Florence-Firestone,3724235.74609375,8272.0441721923
3818,239310,44000,Los Angeles,Harvard Park,23931044000Harvard Park,2033019.30761719,7025.52919896193
3819,239320,44000,Los Angeles,Florence-Firestone,23932044000Florence-Firestone,3735937.26464844,8282.41243407908
3820,239330,44000,Los Angeles,Florence-Firestone,23933044000Florence-Firestone,10647336.1591797,13519.54975
3821,239501,44000,Los Angeles,Florence-Firestone,23950144000Florence-Firestone,5153921.33886719,10651.9958179383
3822,239502,44000,Los Angeles,Florence-Firestone,23950244000Florence-Firestone,5551445.73535156,10897.3692632805
3823,239601,44000,Los Angeles,Florence-Firestone,23960144000Florence-Firestone,4545456.37695313,9594.56322041261
3824,239602,44000,Los Angeles,Florence-Firestone,23960244000Florence-Firestone,3854508.62402344,9275.0444897364
3825,239701,44000,Los Angeles,Florence-Firestone,23970144000Florence-Firestone,2139453.0078125,7144.21489605993
3826,239701,44000,Los Angeles,Vermont Vista,23970144000Vermont Vista,2270560.97167969,9497.01452645086
3827,239702,44000,Los Angeles,Florence-Firestone,23970244000Florence-Firestone,3425641.11816406,8560.13323542245
3828,239702,44000,Los Angeles,Vermont Vista,23970244000Vermont Vista,1808680.8046875,7149.0478680641
3829,239801,44000,Los Angeles,Florence-Firestone,23980144000Florence-Firestone,4029603.1796875,10037.9059207915
3830,239802,44000,Los Angeles,Florence-Firestone,23980244000Florence-Firestone,6623901.49511719,11328.849871979
3831,240010,44000,Los Angeles,Green Meadows,24001044000Green Meadows,6330235.65039063,12208.7169179716
3832,240020,44000,Los Angeles,Green Meadows,24002044000Green Meadows,7747665.28613281,12848.9347919915
3833,240200,44000,Los Angeles,Vermont Vista,24020044000Vermont Vista,8038896.53710938,11289.0097850463
3834,240301,44000,Los Angeles,Vermont Vista,24030144000Vermont Vista,5047472.77929688,9223.46086357779
3835,240302,44000,Los Angeles,Vermont Vista,24030244000Vermont Vista,3709341.25683594,8053.61908359269
3836,240401,44000,Los Angeles,Vermont Vista,24040144000Vermont Vista,7459918.2734375,11317.7178791869
3837,240402,44000,Los Angeles,Vermont Vista,24040244000Vermont Vista,6473153.37109375,11129.9015053727
3838,240500,44000,Los Angeles,Vermont Vista,24050044000Vermont Vista,8746353.54199219,12263.8906973581
3839,240600,44000,Los Angeles,Green Meadows,24060044000Green Meadows,7275157.27832031,11292.5574552422
3840,240700,44000,Los Angeles,Green Meadows,24070044000Green Meadows,12848827.3271484,14963.0005145928
3841,240800,44000,Los Angeles,Century Palms/Cove,24080044000Century Palms/Cove,6872414.35351563,13530.5537368088
3842,240901,44000,Los Angeles,Century Palms/Cove,24090144000Century Palms/Cove,3780153.5,11130.5284809666
3843,240902,44000,Los Angeles,Century Palms/Cove,24090244000Century Palms/Cove,7741983.109,12813.426467234
3844,241001,44000,Los Angeles,Century Palms/Cove,24100144000Century Palms/Cove,9755017.3359375,18134.2010587852
3845,241002,44000,Los Angeles,Century Palms/Cove,24100244000Century Palms/Cove,7611903.00292969,13014.177504788
3846,241110,44000,Los Angeles,Century Palms/Cove,24111044000Century Palms/Cove,5238297.87402344,10530.0733464564
3847,241120,44000,Los Angeles,Century Palms/Cove,24112044000Century Palms/Cove,7144237.73632813,11602.0014289596
3848,241201,44000,Los Angeles,Century Palms/Cove,24120144000Century Palms/Cove,1340590.36523438,5702.14097531009
3849,241201,44000,Los Angeles,Figueroa Park Square,24120144000Figueroa Park Square,3890235.88769531,8470.63258028907
3850,241202,44000,Los Angeles,Century Palms/Cove,24120244000Century Palms/Cove,2231339.28417969,6917.03634177227
3851,241202,44000,Los Angeles,Figueroa Park Square,24120244000Figueroa Park Square,10355308.1728516,13996.5579125097
