fid,OBJECTID_1,OBJECTID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER,layer,path,MAX_VOLT_N,MIN_VOLT_N,HIFLD_ID,Owner,voltage_for_fragility,fragility_class,mu_DS1,mu_DS2,mu_DS3,mu_DS4,beta_DS1,beta_DS2,beta_DS3,beta_DS4,mu_DS1_old,mu_DS2_old,mu_DS3_old,mu_DS4_old,beta_DS1_old,beta_DS2_old,beta_DS3_old,beta_DS4_old,COUNTY_N,CITY_N,id,PGA_Northridge,PGA_SanFernando,PGA_LongBeach,PGA_2pc50
1353,67625,67625,303303,HUGHTRON,TORRANCE,CA,90505,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.8104568630001,-118.340512,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1520985600000,1,66,66,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,66,303303,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,TORRANCE,303303,0.13007017238194343,0.0779973176851691,0.29833274633100826,0.888481358591961
323,64949,64949,300627,IMPERIAL TERMINAL TOWER,WEST ATHENS,CA,90047,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.9264168390001,-118.3096192,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435190400000,IMAGERY/OTHER,1435190400000,4,138,138,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,138,138,300627,LADWP,138,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,WEST ATHENS,300627,0.1484446354469724,0.09127151268587728,0.29500757518052423,0.8952416979726199
2942,71885,71885,307564,JOSE,AVOCADO HEIGHTS,CA,91746,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.0370893,-118.0255798,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435190400000,IMAGERY/OTHER,1435190400000,0,66,-999999,Y,N,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,999999,307564,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,AVOCADO HEIGHTS,307564,0.12782102292363126,0.11977831753076804,0.1288145194978864,0.9926917442587747
3798,74162,74162,309843,KENTER CANYON,LOS ANGELES,CA,90049,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.06826245,-118.4884048,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1433462400000,IMAGERY/OTHER,1433462400000,2,230,230,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,230,309843,LADWP,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,309843,0.3700658041303501,0.12114402044868924,0.10588080375390414,0.9385080372652486
2307,70206,70206,305885,LA BREA,VIEW PARK-WINDSOR HILLS,CA,90056,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.9891771800001,-118.3593178,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435190400000,IMAGERY/OTHER,1435190400000,8,138,138,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,138,138,305885,LADWP,138,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,VIEW PARK WINDSOR HILLS,305885,0.22797728638687043,0.0866330370421852,0.18344306263411883,0.8852916779862099
3430,73105,73105,308786,LA CIENEGA,LADERA HEIGHTS,CA,90056,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.0007949,-118.3784015,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,1433376000000,IMAGERY/OTHER,1433376000000,3,230,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,308786,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LADERA HEIGHTS,308786,0.2700380442754296,0.09130255693215147,0.16246249037752866,0.8859543404767707
2653,71165,71165,306844,LA FRESA,TORRANCE,CA,90504,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.86967226,-118.3331137,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,1474848000000,IMAGERY/OTHER,1474848000000,12,230,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,306844,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,TORRANCE,306844,0.13674550778106215,0.09140694748498239,0.32271134006470487,0.8685115887333815
2482,70690,70690,306369,LA MIRADA,LA MIRADA,CA,90638,SUBSTATION,NOT AVAILABLE,LOS ANGELES,6037,USA,33.88860495,-118.0144487,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1520985600000,1,66,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,66,306369,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,LA MIRADA,306369,0.13012529041977144,0.08675400920850154,0.2999996092490505,0.885541509455343
2372,70381,70381,306060,LAGUNA BELL,COMMERCE,CA,90040,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.9760774310001,-118.1477004,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,1474848000000,IMAGERY/OTHER,1474848000000,12,230,66,N,N,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,306060,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,COMMERCE,306060,0.17452752876843194,0.11236985196053599,0.24385370453594352,0.9294283654797957
2426,70545,70545,306224,LAKEWOOD,LONG BEACH,CA,90808,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.83021436,-118.1248095,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,2,66,66,Y,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,66,306224,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,LONG BEACH,306224,0.11880504948427673,0.07643017591289586,0.5489024491462692,0.7804649427375611
1296,67491,67491,303169,LIGHTPIPE,LONG BEACH,CA,90805,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.8801807730001,-118.174525,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1475452800000,IMAGERY/OTHER,1475452800000,9,230,66,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,230,66,303169,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LONG BEACH,303169,0.1302975481962064,0.093703100176775,0.5074616532669093,0.781607664973933
3326,72860,72860,308540,LONG BEACH,LONG BEACH,CA,90802,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.76537743,-118.2250973,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435536000000,IMAGERY/OTHER,1435536000000,4,230,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,308540,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LONG BEACH,308540,0.10106316047024301,0.05723415010292802,0.30932429818790863,0.7757388449973283
665,65863,65863,301541,MESA,MONTEREY PARK,CA,91755,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.03704643,-118.1103667,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1433376000000,IMAGERY/OTHER,1433376000000,9,230,66,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,230,66,301541,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,MONTEREY PARK,301541,0.17822237973510097,0.11647762997546086,0.1303719214875439,1.0032023985271632
3439,73125,73125,308806,MOBILOIL,TORRANCE,CA,90503,SUBSTATION,NOT AVAILABLE,LOS ANGELES,6037,USA,33.85711837,-118.3328799,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435536000000,IMAGERY/OTHER,1520985600000,3,66,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,66,308806,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,TORRANCE,308806,0.13504165125633344,0.08967820479770175,0.326652335580417,0.8775180589046077
3474,73226,73226,308907,NEWMARK,MONTEREY PARK,CA,91754,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.04554393,-118.1291645,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1520985600000,3,66,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,66,308907,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,MONTEREY PARK,308907,0.19019127497865004,0.12058631828656724,0.11490853389297022,1.0017476346013428
3190,72527,72527,308206,NICHOLS CANYON,LOS ANGELES,CA,90046,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.1059585250001,-118.358772,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1479772800000,IMAGERY/OTHER,1479772800000,3,230,138,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,138,308206,LADWP,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,308206,0.313228032790256,0.13608085868581976,0.08181651337949299,0.8474860993176921
656,65839,65839,301517,NOGALES,INDUSTRY,CA,91789,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.0067483930001,-117.8553004,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,0,66,-999999,Y,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,999999,301517,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,INDUSTRY,301517,0.10685376908056718,0.095724558450134,0.10162406953878492,0.9445690697984251
2450,70600,70600,306279,OLINDA,ROWLAND HEIGHTS,CA,91748,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.9460605990001,-117.92227,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Western Electricity Coordinating Council,1479772800000,IMAGERY/OTHER,1479772800000,10,230,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,306279,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,ROWLAND HEIGHTS,306279,0.1272370175687067,0.08904742028049001,0.14352723927455568,1.0213385868194425
535,65536,65536,301214,OLIVE,LOS ANGELES,CA,91342,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.31272248,-118.4799659,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,http://www.clui.org/content/receiving-stations-converter-stations-switching-stations-and-other-control-facilities,1433462400000,IMAGERY/OTHER,1433462400000,2,230,230,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,230,230,301214,LADWP,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,301214,0.7554220420830106,0.6551330168963585,0.057921368020244966,1.3892500741665517
235,64730,64730,300408,PUENTE,INDUSTRY,CA,91748,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.0090391000001,-117.9305028,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,5,66,66,Y,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,66,300408,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,INDUSTRY,300408,0.10728381491144498,0.11249036837157686,0.12304645014782606,0.9855466621425679
694,65936,65936,301614,PULPGEN,VERNON,CA,90058,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.99796189,-118.2060738,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435190400000,IMAGERY/OTHER,1435190400000,3,66,66,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,66,301614,Other,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,VERNON,301614,0.2148900880406385,0.11606615989033042,0.2063889975427574,0.8834021298609009
1164,67120,67120,302798,REPETTO,MONTEREY PARK,CA,91754,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.04785348,-118.1621833,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1520985600000,2,66,66,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,66,302798,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,MONTEREY PARK,302798,0.24595445348958384,0.11924770239133178,0.11612254891637955,0.9985661089132692
2985,72014,72014,307693,RINALDI,LOS ANGELES,CA,91344,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.2805920000001,-118.478304,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Environmental Protection Agency http://www.swrcb.ca.gov/water_issues/programs/ocean/cwa316/docs/energy_comp/10yta_2012_5.pdf,1433462400000,IMAGERY/OTHER,1433462400000,16,500,69,N,N,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,500,69,307693,LADWP,500,high,0.11,0.15,0.2,0.47,0.5,0.45,0.35,0.4,0.09,0.13,0.17,0.38,0.5,0.4,0.35,0.35,LOS ANGELES,LOS ANGELES,307693,0.770516469750492,0.5141857241201337,0.06316438728732768,1.2512417258000144
2345,70305,70305,305984,RIO HONDO,IRWINDALE,CA,91706,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.1056573990001,-117.9802409,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1433376000000,IMAGERY/OTHER,1433376000000,8,230,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,305984,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,IRWINDALE,305984,0.128957122256516,0.1383332112559906,0.08986851556349668,0.9182937331756071
3525,73361,73361,309042,RIVER,LOS ANGELES,CA,90021,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.037716,-118.22984,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1433462400000,IMAGERY/OTHER,1433462400000,9,230,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,309042,LADWP,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,309042,0.24146605944185948,0.13562560084733202,0.1391848481870194,0.9470081064608618
2938,71878,71878,307557,ROSECRANS,EL SEGUNDO,CA,90245,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.9035677410001,-118.3979126,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435190400000,IMAGERY/OTHER,1520985600000,1,66,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,66,307557,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,EL SEGUNDO,307557,0.17994060712587231,0.07900562097604057,0.23355811148869318,0.9093546875097528
334,64970,64970,300648,ROSEMEAD,ROSEMEAD,CA,91770,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.09212924,-118.0826409,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435536000000,IMAGERY/OTHER,1435536000000,4,66,66,Y,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,66,300648,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,ROSEMEAD,300648,0.17824930816721285,0.14531086259383413,0.09894460596095477,0.9951901452910648
701,65958,65958,301636,SAN FERNANDO,LOS ANGELES,CA,91345,SUBSTATION,NOT AVAILABLE,LOS ANGELES,6037,USA,34.2735632820001,-118.458755,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,1,66,66,Y,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,66,301636,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,301636,0.7301001383991158,0.5136272451562509,0.062144882555265776,1.2242263917127418
904,66493,66493,302171,SAWTELLE,LOS ANGELES,CA,90025,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.04740878,-118.4522527,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1520985600000,2,66,66,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,66,302171,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,302171,0.38899228694687077,0.11454894605989492,0.12497466503140157,0.9188933254713705
666,65865,65865,301543,SEPLUVEDA,EL SEGUNDO,CA,90245,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.91902035,-118.3967065,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,0,66,-999999,Y,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,999999,301543,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,EL SEGUNDO,301543,0.1819874633671927,0.07402905000145922,0.22299305173816786,0.8965557550319694
2515,70765,70765,306444,STANHILL,LADERA HEIGHTS,CA,90056,SUBSTATION,NOT AVAILABLE,LOS ANGELES,6037,USA,34.00046933,-118.3736821,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435190400000,IMAGERY/OTHER,1520985600000,0,66,-999999,N,N,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,999999,306444,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,LADERA HEIGHTS,306444,0.2620685079822405,0.09208355474349438,0.16536206830372818,0.8883699092514618
4062,74845,74845,310527,STATION A (ST. JOHN),LOS ANGELES,CA,90012,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.06701,-118.2261,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1433462400000,IMAGERY/OTHER,1433462400000,5,230,66,N,Y,CA-sub-3,C:\2025-2026 Fall\Network science\Project\CA-sub-3.customization|layername=CA-sub-3,230,66,310527,LADWP,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,310527,0.2642199928135232,0.14895384796360583,0.10604000517980958,0.9727529309464327
1643,68395,68395,304073,STATION B (CENTURY),LOS ANGELES,CA,90002,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.94797761,-118.2549111,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1433376000000,IMAGERY/OTHER,1433376000000,8,230,138,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,230,138,304073,LADWP,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,304073,0.17994079370588065,0.11122808576190786,0.34112545088568214,0.8077927966750899
1268,67421,67421,303099,STATION D (FAIRFAX),LOS ANGELES,CA,90034,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.0380813470001,-118.3708133,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435190400000,IMAGERY/OTHER,1435190400000,8,138,138,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,138,138,303099,LADWP,138,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,303099,0.35414669345396255,0.11804397282829968,0.14006642800643465,0.8985114412446161
242,64751,64751,300429,STATION E (TOLUCA),LOS ANGELES,CA,91601,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.17619826,-118.3596448,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,1433462400000,IMAGERY/OTHER,1433462400000,15,500,66,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,500,66,300429,LADWP,500,high,0.11,0.15,0.2,0.47,0.5,0.45,0.35,0.4,0.09,0.13,0.17,0.38,0.5,0.4,0.35,0.35,LOS ANGELES,LOS ANGELES,300429,0.4232707245178753,0.26978950889528863,0.07701279595913259,0.9315866822486103
3221,72590,72590,308269,STATION F (VELASCO & KINETIC),LOS ANGELES,CA,90023,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.01532207,-118.2039437,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1433462400000,IMAGERY/OTHER,1433462400000,7,230,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,308269,LADWP,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,308269,0.2412898847942117,0.1211047313892492,0.16803873238523628,0.9480569709550605
528,65516,65516,301194,STATION G (ATWATER),LOS ANGELES,CA,90039,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.1093400830001,-118.2544222,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1433462400000,IMAGERY/OTHER,1433462400000,8,230,66,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,230,66,301194,LADWP,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES,301194,0.29100277570950717,0.20523028505933055,0.08583884387831811,1.0015188242012774
