fid,OBJECTID_1,OBJECTID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER,layer,path,MAX_VOLT_N,MIN_VOLT_N,HIFLD_ID,Owner,voltage_for_fragility,fragility_class,mu_DS1,mu_DS2,mu_DS3,mu_DS4,beta_DS1,beta_DS2,beta_DS3,beta_DS4,mu_DS1_old,mu_DS2_old,mu_DS3_old,mu_DS4_old,beta_DS1_old,beta_DS2_old,beta_DS3_old,beta_DS4_old,COUNTY_N,CITY_N
401,65151,65151,300829,GOULD,LA CA?ADA FLINTRIDGE,CA,91011,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.2215873580001,-118.1870653,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1433376000000,IMAGERY/OTHER,1433376000000,2,230,230,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,230,230,300829,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LA CA ADA FLINTRIDGE
2573,70944,70944,306623,GRAMERCY,LOS ANGELES,CA,90047,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.9464505350001,-118.3128075,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Environmental Protection Agency http://www.swrcb.ca.gov/water_issues/programs/ocean/cwa316/docs/energy_comp/10yta_2012_5.pdf,1435190400000,IMAGERY/OTHER,1435190400000,6,138,138,N,N,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,138,138,306623,LADWP,138,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES
2922,71833,71833,307512,GRAYSON,GLENDALE,CA,91201,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.1556333130001,-118.2774902,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,2,230,66,Y,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,307512,Other,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,GLENDALE
1663,68459,68459,304137,HALLDALE,LOS ANGELES,CA,90501,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.84773309,-118.3034261,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Environmental Protection Agency http://www.swrcb.ca.gov/water_issues/programs/ocean/cwa316/docs/energy_comp/10yta_2012_5.pdf,1435536000000,IMAGERY/OTHER,1435536000000,3,138,-999999,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,138,999999,304137,LADWP,138,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES
1783,68772,68772,304450,HARBORGEN,LOS ANGELES,CA,90813,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.7788659230001,-118.2273228,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,1433376000000,IMAGERY/OTHER,1433376000000,4,230,66,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,230,66,304450,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES
2876,71694,71694,307373,HAYNES,LONG BEACH,CA,90803,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.7635279720001,-118.0963236,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Ocean Protection Council http://www.opc.ca.gov/webmaster/ftp/project_pages/OTC/engineering%20study/Chapter_7F_Haynes_Generating_Station.pdf,1474934400000,IMAGERY/OTHER,1474934400000,6,230,66,N,N,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,307373,LADWP,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LONG BEACH
227,64712,64712,300390,HINSON,LONG BEACH,CA,90810,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.81929087,-118.2224872,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1475452800000,IMAGERY/OTHER,1475452800000,7,230,66,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,230,66,300390,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LONG BEACH
1353,67625,67625,303303,HUGHTRON,TORRANCE,CA,90505,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.8104568630001,-118.340512,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1520985600000,1,66,66,N,Y,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,66,303303,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,TORRANCE
323,64949,64949,300627,IMPERIAL TERMINAL TOWER,WEST ATHENS,CA,90047,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.9264168390001,-118.3096192,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435190400000,IMAGERY/OTHER,1435190400000,4,138,138,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,138,138,300627,LADWP,138,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,WEST ATHENS
2942,71885,71885,307564,JOSE,AVOCADO HEIGHTS,CA,91746,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.0370893,-118.0255798,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435190400000,IMAGERY/OTHER,1435190400000,0,66,-999999,Y,N,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,999999,307564,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,AVOCADO HEIGHTS
3798,74162,74162,309843,KENTER CANYON,LOS ANGELES,CA,90049,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.06826245,-118.4884048,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1433462400000,IMAGERY/OTHER,1433462400000,2,230,230,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,230,309843,LADWP,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LOS ANGELES
2307,70206,70206,305885,LA BREA,VIEW PARK-WINDSOR HILLS,CA,90056,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.9891771800001,-118.3593178,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435190400000,IMAGERY/OTHER,1435190400000,8,138,138,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,138,138,305885,LADWP,138,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,VIEW PARK WINDSOR HILLS
3430,73105,73105,308786,LA CIENEGA,LADERA HEIGHTS,CA,90056,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.0007949,-118.3784015,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,1433376000000,IMAGERY/OTHER,1433376000000,3,230,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,308786,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,LADERA HEIGHTS
2653,71165,71165,306844,LA FRESA,TORRANCE,CA,90504,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.86967226,-118.3331137,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,1474848000000,IMAGERY/OTHER,1474848000000,12,230,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,306844,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,TORRANCE
2482,70690,70690,306369,LA MIRADA,LA MIRADA,CA,90638,SUBSTATION,NOT AVAILABLE,LOS ANGELES,6037,USA,33.88860495,-118.0144487,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1520985600000,1,66,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,66,306369,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4,LOS ANGELES,LA MIRADA
2372,70381,70381,306060,LAGUNA BELL,COMMERCE,CA,90040,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,33.9760774310001,-118.1477004,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,1474848000000,IMAGERY/OTHER,1474848000000,12,230,66,N,N,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,230,66,306060,SCE,230,medium,0.15,0.25,0.35,0.7,0.6,0.5,0.4,0.4,0.1,0.2,0.3,0.5,0.6,0.5,0.4,0.4,LOS ANGELES,COMMERCE
