fid,OBJECTID_1,OBJECTID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER,layer,path,MAX_VOLT_N,MIN_VOLT_N,HIFLD_ID,Owner,voltage_for_fragility,fragility_class,mu_DS1,mu_DS2,mu_DS3,mu_DS4,beta_DS1,beta_DS2,beta_DS3,beta_DS4,mu_DS1_old,mu_DS2_old,mu_DS3_old,mu_DS4_old,beta_DS1_old,beta_DS2_old,beta_DS3_old,beta_DS4_old
1189,67197,67197,302875,GLENDALE,BURBANK,CA,91502,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.1715731250001,-118.3038214,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,0,66,-999999,Y,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,999999,302875,Other,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4
3554,73467,73467,309148,LINCOLN,BURBANK,CA,91504,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.1990059350001,-118.3441027,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,1,115,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,115,66,309148,Other,115,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4
3823,74217,74217,309898,MACNEIL,BURBANK,CA,91505,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.1721289560001,-118.3472095,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Southern California Edison http://preview.tinyurl.com/q9vuye2,1435536000000,IMAGERY/OTHER,1435536000000,5,66,66,N,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,66,309898,SCE,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4
3433,73112,73112,308793,MCNEIL,BURBANK,CA,91502,SUBSTATION,IN SERVICE,LOS ANGELES,6037,USA,34.17633157,-118.3140593,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,1,66,66,Y,Y,CA-sub-2,C:\2025-2026 Fall\Network science\Project\CA-sub-2.customization|layername=CA-sub-2,66,66,308793,Other,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4
99,64390,64390,300067,RISER300067,BURBANK,CA,91505,RISER,IN SERVICE,LOS ANGELES,6037,USA,34.1847990000001,-118.343898,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,1551830400000,IMAGERY/OTHER,1551830400000,1,-999999,-999999,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,999999,999999,300067,,999999,high,0.11,0.15,0.2,0.47,0.5,0.45,0.35,0.4,0.09,0.13,0.17,0.38,0.5,0.4,0.35,0.35
1217,67276,67276,302954,RISER302954,BURBANK,CA,91506,RISER,IN SERVICE,LOS ANGELES,6037,USA,34.184513,-118.325584,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,1551830400000,IMAGERY/OTHER,1551830400000,1,-999999,-999999,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,999999,999999,302954,,999999,high,0.11,0.15,0.2,0.47,0.5,0.45,0.35,0.4,0.09,0.13,0.17,0.38,0.5,0.4,0.35,0.35
1254,67390,67390,303068,RISER303068,BURBANK,CA,91505,RISER,IN SERVICE,LOS ANGELES,6037,USA,34.1847950000001,-118.34342,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,1551830400000,IMAGERY/OTHER,1551830400000,1,-999999,-999999,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,999999,999999,303068,,999999,high,0.11,0.15,0.2,0.47,0.5,0.45,0.35,0.4,0.09,0.13,0.17,0.38,0.5,0.4,0.35,0.35
1436,67849,67849,303527,RISER303527,BURBANK,CA,91506,RISER,IN SERVICE,LOS ANGELES,6037,USA,34.1845240000001,-118.326002,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,1551830400000,IMAGERY/OTHER,1551830400000,1,-999999,-999999,N,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,999999,999999,303527,,999999,high,0.11,0.15,0.2,0.47,0.5,0.45,0.35,0.4,0.09,0.13,0.17,0.38,0.5,0.4,0.35,0.35
890,66451,66451,302129,TOWNE,BURBANK,CA,91502,SUBSTATION,NOT AVAILABLE,LOS ANGELES,6037,USA,34.17941333,-118.3108801,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,0,66,-999999,Y,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,999999,302129,,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4
1171,67142,67142,302820,UNKNOWN302820,BURBANK,CA,91505,SUBSTATION,NOT AVAILABLE,LOS ANGELES,6037,USA,34.1851066730001,-118.3450987,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,California Energy Commission http://www.energy.ca.gov/maps/,1435017600000,IMAGERY/OTHER,1435017600000,0,66,-999999,Y,N,CA-sub-1,C:\2025-2026 Fall\Network science\Project\CA-sub-1.customization|layername=CA-sub-1,66,999999,302820,Other,66,low,0.15,0.29,0.45,0.9,0.7,0.55,0.45,0.45,0.13,0.26,0.34,0.74,0.65,0.5,0.4,0.4
